REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Tennessee,2015,18,X,0.262796,21,45,7991
States,Texas,2015,18,X,2.39644,895,94,37347
States,Utah,2015,18,X,1.81131,326,41,17998
States,Vermont,2015,18,X,1.4863,32,7,2153
States,Virginia,2015,18,X,1.46258,1270,121,86833
States,Washington,2015,18,X,0.446429,20,32,4480
States,West Virginia,2015,18,X,1.26234,156,34,12358
States,Wisconsin,2015,18,X,2.09156,143,24,6837
States,Wyoming,2015,18,X,0.666154,26,19,3903
States,Puerto Rico,2015,18,X,3.33403,159,7,4769
States,Virgin Islands,2015,18,X,0.831025,3,1,361
States,New York City,2015,18,X,1.58144,1697,85,107307
States,Alabama,2015,19,X,1.87775,94,12,5006
States,Alaska,2015,19,X,0.588235,4,4,680
States,Arizona,2015,19,X,1.1132,231,52,20751
States,Arkansas,2015,19,X,0.476872,10,9,2097
States,California,2015,19,X,2.26505,905,125,39955
States,Colorado,2015,19,X,0.525015,17,6,3238
States,Connecticut,2015,19,X,1.3197,40,15,3031
States,Delaware,2015,19,X,0,0,8,1858
States,District of Columbia,2015,19,X,5.25909,68,2,1293
States,Florida,2015,19,X,1.03468,162,53,15657
States,Georgia,2015,19,X,1.23519,293,28,23721
States,Hawaii,2015,19,X,5.51905,126,15,2283
States,Idaho,2015,19,X,1.49573,35,7,2340
States,Illinois,2015,19,X,1.50995,752,84,49803
States,Indiana,2015,19,X,0.719424,40,30,5560
States,Iowa,2015,19,X,0.324324,3,4,925
States,Kansas,2015,19,X,0.828402,28,19,3380
States,Kentucky,2015,19,X,0.0589863,13,17,22039
States,Louisiana,2015,19,X,1.76502,783,77,44362
States,Maine,2015,19,X,0.697472,40,28,5735
States,Maryland,2015,19,X,0.901155,96,27,10653
States,Massachusetts,2015,19,X,0.744121,181,36,24324
States,Michigan,2015,19,X,0.373134,55,43,14740
States,Minnesota,2015,19,X,1.00184,49,16,4891
States,Mississippi,2015,19,X,2.36609,417,47,17624
States,Missouri,2015,19,X,1.09926,68,19,6186
States,Montana,2015,19,X,0,0,8,3115
States,Nebraska,2015,19,X,0.90854,15,10,1651
States,Nevada,2015,19,X,0.290604,36,25,12388
States,New Hampshire,2015,19,X,0.0493218,2,24,4055
States,New Jersey,2015,19,X,1.35915,106,21,7799
States,New Mexico,2015,19,X,1.63165,160,24,9806
States,New York,2015,19,X,1.18835,113,71,9509
States,North Carolina,2015,19,X,0.727433,66,36,9073
States,North Dakota,2015,19,X,0.262123,4,10,1526
States,Ohio,2015,19,X,0.479281,48,37,10015
States,Oklahoma,2015,19,X,1.00287,21,14,2094
States,Oregon,2015,19,X,0.364299,8,7,2196
States,Pennsylvania,2015,19,X,1.18577,132,49,11132
States,Rhode Island,2015,19,X,0.0363702,2,20,5499
States,South Carolina,2015,19,X,0.150319,4,9,2661
States,South Dakota,2015,19,X,0.548619,29,24,5286
States,Tennessee,2015,19,X,0.984157,82,57,8332
States,Texas,2015,19,X,2.3067,821,95,35592
States,Utah,2015,19,X,1.31759,241,42,18291
States,Vermont,2015,19,X,1.04167,21,7,2016
States,Virginia,2015,19,X,1.39585,1197,116,85754
States,Washington,2015,19,X,0.717581,28,31,3902
States,West Virginia,2015,19,X,0.749335,93,32,12411
States,Wisconsin,2015,19,X,2.31875,150,27,6469
States,Wyoming,2015,19,X,0.765156,26,18,3398
States,Puerto Rico,2015,19,X,5.40362,164,6,3035
States,Virgin Islands,2015,19,X,1.5,6,1,400
States,New York City,2015,19,X,1.50672,1586,84,105262
States,Alabama,2015,20,X,1.55815,56,12,3594
States,Alaska,2015,20,X,1.06101,8,4,754
States,Arizona,2015,20,X,1.29308,203,50,15699
States,Arkansas,2015,20,X,0.396629,8,8,2017
States,California,2015,20,X,2.10943,768,123,36408
States,Colorado,2015,20,X,0.258481,8,6,3095
States,Connecticut,2015,20,X,1.2913,34,13,2633
States,Delaware,2015,20,X,0,0,7,1663
States,District of Columbia,2015,20,X,6.64305,75,2,1129
States,Florida,2015,20,X,1.03736,163,52,15713
States,Georgia,2015,20,X,1.1996,332,27,27676
States,Hawaii,2015,20,X,5.65386,131,16,2317
States,Idaho,2015,20,X,2.56498,75,8,2924
States,Illinois,2015,20,X,1.49161,742,87,49745
States,Indiana,2015,20,X,0.590688,34,31,5756
States,Iowa,2015,20,X,0.108696,1,4,920
States,Kansas,2015,20,X,0.436015,20,22,4587
States,Kentucky,2015,20,X,0.0520021,10,17,19230
States,Louisiana,2015,20,X,1.56764,686,72,43760
States,Maine,2015,20,X,0.857867,44,26,5129
States,Maryland,2015,20,X,1.13001,97,27,8584
States,Massachusetts,2015,20,X,0.757729,187,33,24679
States,Michigan,2015,20,X,0.394333,54,42,13694
States,Minnesota,2015,20,X,1.60404,73,15,4551
States,Mississippi,2015,20,X,1.9207,326,46,16973
States,Missouri,2015,20,X,0.958637,54,18,5633
States,Montana,2015,20,X,0,0,8,2273
States,Nebraska,2015,20,X,0.614628,10,10,1627
States,Nevada,2015,20,X,0.493659,58,24,11749
States,New Hampshire,2015,20,X,0.106326,4,20,3762
States,New Jersey,2015,20,X,1.26336,91,20,7203
States,New Mexico,2015,20,X,1.53257,168,27,10962
States,New York,2015,20,X,1.3621,101,66,7415
States,North Carolina,2015,20,X,0.601579,48,33,7979
States,North Dakota,2015,20,X,0.14771,2,6,1354
States,Ohio,2015,20,X,0.430019,42,36,9767
States,Oklahoma,2015,20,X,0.432633,7,14,1618
States,Oregon,2015,20,X,0.0859845,2,7,2326
States,Pennsylvania,2015,20,X,1.07339,117,48,10900
States,Rhode Island,2015,20,X,0.0757289,4,19,5282
States,South Carolina,2015,20,X,0.040016,1,9,2499
States,South Dakota,2015,20,X,0.589787,38,24,6443
States,Tennessee,2015,20,X,0.908465,66,55,7265
States,Texas,2015,20,X,2.3767,838,94,35259
States,Utah,2015,20,X,1.43499,249,40,17352
States,Vermont,2015,20,X,0.881834,10,5,1134
States,Virginia,2015,20,X,1.38784,1125,110,81061
States,Washington,2015,20,X,0.406504,4,15,984
States,West Virginia,2015,20,X,0.617127,73,32,11829
States,Wisconsin,2015,20,X,0.561798,16,23,2848
States,Wyoming,2015,20,X,0.289436,10,17,3455
States,Puerto Rico,2015,20,X,3.50598,132,6,3765
States,Virgin Islands,2015,20,X,0.833333,3,1,360
States,New York City,2015,20,X,1.60494,1616,85,100689
States,Alabama,2015,21,X,0.793861,30,13,3779
States,Alaska,2015,21,X,1.40023,12,4,857
States,Arizona,2015,21,X,0.934579,148,48,15836
States,Arkansas,2015,21,X,0.75067,14,8,1865
States,California,2015,21,X,2.07654,643,120,30965
States,Colorado,2015,21,X,0.194553,6,5,3084
States,Connecticut,2015,21,X,1.23775,24,11,1939
States,Delaware,2015,21,X,0.0761035,1,7,1314
States,District of Columbia,2015,21,X,7.95148,59,1,742
States,Florida,2015,21,X,0.633636,83,52,13099
States,Georgia,2015,21,X,1.09596,291,27,26552
States,Hawaii,2015,21,X,5.62566,107,15,1902
States,Idaho,2015,21,X,1.32333,30,6,2267
States,Illinois,2015,21,X,1.28484,562,85,43741
States,Indiana,2015,21,X,0.738477,29,28,3927
States,Iowa,2015,21,X,0.0875657,1,5,1142
States,Kansas,2015,21,X,0.444074,16,18,3603
States,Kentucky,2015,21,X,0.0199223,4,15,20078
States,Louisiana,2015,21,X,1.49425,652,74,43634
States,Maine,2015,21,X,0.628366,28,26,4456
States,Maryland,2015,21,X,1.87553,88,25,4692
States,Massachusetts,2015,21,X,0.919678,184,31,20007
States,Michigan,2015,21,X,0.374336,43,41,11487
States,Minnesota,2015,21,X,0.700935,15,11,2140
States,Mississippi,2015,21,X,1.90867,316,46,16556
States,Missouri,2015,21,X,0.129758,3,16,2312
States,Montana,2015,21,X,0.143472,3,8,2091
States,Nebraska,2015,21,X,0.630517,10,10,1586
States,Nevada,2015,21,X,0.608654,64,23,10515
States,New Hampshire,2015,21,X,0,0,20,3358
States,New Jersey,2015,21,X,1.46145,80,18,5474
States,New Mexico,2015,21,X,1.272,112,22,8805
States,New York,2015,21,X,1.64894,93,64,5640
States,North Carolina,2015,21,X,0.647535,44,31,6795
States,North Dakota,2015,21,X,0.191939,2,6,1042
States,Ohio,2015,21,X,0.483534,37,36,7652
States,Oklahoma,2015,21,X,0.862069,16,15,1856
States,Oregon,2015,21,X,0.1619,3,7,1853
States,Pennsylvania,2015,21,X,1.50939,131,46,8679
States,Rhode Island,2015,21,X,0.0727273,3,20,4125
States,South Carolina,2015,21,X,0.225225,5,9,2220
States,South Dakota,2015,21,X,0.506639,29,23,5724
States,Tennessee,2015,21,X,0.950008,61,55,6421
States,Texas,2015,21,X,2.15255,620,84,28803
States,Utah,2015,21,X,1.68057,282,41,16780
States,Vermont,2015,21,X,0.826446,9,5,1089
States,Virginia,2015,21,X,1.36031,1153,112,84760
States,Washington,2015,21,X,0.533618,15,31,2811
States,West Virginia,2015,21,X,0.7369,81,32,10992
States,Wisconsin,2015,21,X,0.487805,10,24,2050
States,Wyoming,2015,21,X,0.361119,12,19,3323
States,Puerto Rico,2015,21,X,4.11239,161,6,3915
States,Virgin Islands,2015,21,X,1.34048,5,1,373
States,New York City,2015,21,X,1.55348,1483,73,95463
States,Alabama,2015,22,X,0.959342,42,13,4378
States,Alaska,2015,22,X,0.490196,2,3,408
States,Arizona,2015,22,X,0.893039,175,52,19596
States,Arkansas,2015,22,X,0.736016,15,7,2038
States,California,2015,22,X,2.17739,680,98,31230
States,Colorado,2015,22,X,0.279232,8,5,2865
States,Connecticut,2015,22,X,0.873362,20,13,2290
States,Delaware,2015,22,X,0,0,7,1622
States,District of Columbia,2015,22,X,8.86076,35,1,395
States,Florida,2015,22,X,0.736467,60,26,8147
States,Georgia,2015,22,X,0.867792,217,29,25006
States,Hawaii,2015,22,X,4.81513,112,15,2326
States,Idaho,2015,22,X,0.768156,11,3,1432
States,Illinois,2015,22,X,1.39058,558,76,40127
States,Indiana,2015,22,X,0.463897,23,28,4958
States,Iowa,2015,22,X,0,0,4,1055
States,Kansas,2015,22,X,0.359477,11,15,3060
States,Kentucky,2015,22,X,0.0229053,5,15,21829
States,Louisiana,2015,22,X,1.25034,511,73,40869
States,Maine,2015,22,X,0.839476,41,26,4884
States,Maryland,2015,22,X,1.3738,67,25,4877
States,Massachusetts,2015,22,X,0.730572,157,29,21490
States,Michigan,2015,22,X,0.318134,45,43,14145
States,Minnesota,2015,22,X,0.974704,42,15,4309
States,Mississippi,2015,22,X,1.64819,275,47,16685
States,Missouri,2015,22,X,0.195389,5,17,2559
States,Montana,2015,22,X,0,0,7,2027
States,Nebraska,2015,22,X,0.68408,11,11,1608
States,Nevada,2015,22,X,0.346852,39,21,11244
States,New Hampshire,2015,22,X,0.0826446,3,19,3630
States,New Jersey,2015,22,X,1.20608,81,21,6716
States,New Mexico,2015,22,X,1.10031,86,18,7816
States,New York,2015,22,X,1.80865,107,62,5916
States,North Carolina,2015,22,X,0.536645,35,27,6522
States,North Dakota,2015,22,X,0.210084,2,5,952
States,Ohio,2015,22,X,0.340522,27,27,7929
States,Oklahoma,2015,22,X,0.56391,9,12,1596
States,Oregon,2015,22,X,0.337981,8,7,2367
States,Pennsylvania,2015,22,X,1.02753,103,46,10024
States,Rhode Island,2015,22,X,0.0220507,1,19,4535
States,South Carolina,2015,22,X,0.160085,3,7,1874
States,South Dakota,2015,22,X,0.707034,39,23,5516
States,Tennessee,2015,22,X,0.595817,49,61,8224
States,Texas,2015,22,X,2.59259,490,80,18900
States,Utah,2015,22,X,1.26793,221,40,17430
States,Vermont,2015,22,X,0.810373,5,3,617
States,Virginia,2015,22,X,1.14471,957,118,83602
States,Washington,2015,22,X,0.634006,22,30,3470
States,West Virginia,2015,22,X,0.753721,80,30,10614
States,Wisconsin,2015,22,X,0.38961,3,18,770
States,Wyoming,2015,22,X,0.352113,12,18,3408
States,Puerto Rico,2015,22,X,2.66667,104,6,3900
States,Virgin Islands,2015,22,X,0.508906,2,1,393
States,New York City,2015,22,X,1.3896,1330,83,95711
States,Alabama,2015,23,X,1.01034,42,13,4157
States,Alaska,2015,23,X,0,0,3,435
States,Arizona,2015,23,X,0.916517,184,51,20076
States,Arkansas,2015,23,X,0.55332,11,7,1988
States,California,2015,23,X,1.96065,576,100,29378
States,Colorado,2015,23,X,0.312717,9,5,2878
States,Connecticut,2015,23,X,0.740741,17,14,2295
States,Delaware,2015,23,X,0.068918,1,7,1451
States,District of Columbia,2015,23,X,7.70053,72,1,935
States,Florida,2015,23,X,1.02007,62,24,6078
States,Georgia,2015,23,X,0.775844,185,26,23845
States,Hawaii,2015,23,X,1.17139,19,15,1622
States,Idaho,2015,23,X,1.23457,16,3,1296
States,Illinois,2015,23,X,1.26708,521,79,41118
States,Indiana,2015,23,X,0.299103,12,27,4012
States,Iowa,2015,23,X,0,0,4,1134
States,Kansas,2015,23,X,0.43315,15,14,3463
States,Kentucky,2015,23,X,0.0241698,5,11,20687
States,Louisiana,2015,23,X,1.24946,463,60,37056
States,Maine,2015,23,X,0.863724,45,26,5210
States,Maryland,2015,23,X,1.80365,88,14,4879
States,Massachusetts,2015,23,X,0.869925,189,27,21726
States,Michigan,2015,23,X,0.157691,20,43,12683
States,Minnesota,2015,23,X,1.16138,48,15,4133
States,Mississippi,2015,23,X,1.46889,255,46,17360
States,Missouri,2015,23,X,0.0755572,2,16,2647
States,Montana,2015,23,X,0,0,4,537
States,Nebraska,2015,23,X,0.667111,10,10,1499
States,Nevada,2015,23,X,0.364282,39,21,10706
States,New Hampshire,2015,23,X,0.0828729,3,19,3620
States,New Jersey,2015,23,X,1.62835,102,20,6264
States,New Mexico,2015,23,X,0.977343,88,19,9004
States,New York,2015,23,X,1.2451,73,60,5863
States,North Carolina,2015,23,X,0.540918,31,23,5731
States,North Dakota,2015,23,X,0.100402,1,5,996
States,Ohio,2015,23,X,0.477816,42,28,8790
States,Oklahoma,2015,23,X,0.21097,3,12,1422
States,Oregon,2015,23,X,0.265135,6,6,2263
States,Pennsylvania,2015,23,X,1.12459,114,47,10137
States,Rhode Island,2015,23,X,0,0,19,4475
States,South Carolina,2015,23,X,0.21575,4,7,1854
States,South Dakota,2015,23,X,0.576959,31,23,5373
States,Tennessee,2015,23,X,0.0757193,6,58,7924
States,Texas,2015,23,X,1.7597,546,81,31028
States,Utah,2015,23,X,0.950943,170,41,17877
States,Vermont,2015,23,X,0.415512,3,3,722
States,Virginia,2015,23,X,1.20665,919,109,76161
States,Washington,2015,23,X,0.452196,14,30,3096
States,West Virginia,2015,23,X,0.459306,50,28,10886
States,Wisconsin,2015,23,X,0.313357,8,23,2553
States,Wyoming,2015,23,X,0.328623,10,17,3043
States,Puerto Rico,2015,23,X,2.958,150,7,5071
States,Virgin Islands,2015,23,X,1.15274,4,1,347
States,New York City,2015,23,X,1.43984,1460,83,101400
States,Alabama,2015,24,X,1.00705,40,12,3972
States,Alaska,2015,24,X,1.62095,13,4,802
States,Arizona,2015,24,X,0.804638,161,49,20009
States,Arkansas,2015,24,X,0.708144,14,7,1977
States,California,2015,24,X,1.86878,507,99,27130
States,Colorado,2015,24,X,0.228758,7,5,3060
States,Connecticut,2015,24,X,0.641975,13,11,2025
States,Delaware,2015,24,X,0,0,7,1525
States,District of Columbia,2015,24,X,6.80174,47,1,691
States,Florida,2015,24,X,1.12697,60,23,5324
States,Georgia,2015,24,X,0.548729,117,27,21322
States,Hawaii,2015,24,X,0.992282,18,16,1814
States,Idaho,2015,24,X,0.349162,5,3,1432
States,Illinois,2015,24,X,1.07415,435,77,40497
States,Indiana,2015,24,X,0.6492,28,25,4313
States,Iowa,2015,24,X,0,0,4,1019
States,Kansas,2015,24,X,0.391802,13,14,3318
States,Kentucky,2015,24,X,0.00977565,2,12,20459
States,Louisiana,2015,24,X,1.03637,434,74,41877
States,Maine,2015,24,X,0.571102,30,26,5253
States,Maryland,2015,24,X,1.7341,66,13,3806
States,Massachusetts,2015,24,X,0.695212,151,27,21720
States,Michigan,2015,24,X,0.132769,16,42,12051
States,Minnesota,2015,24,X,0.69025,32,16,4636
States,Mississippi,2015,24,X,1.47422,251,44,17026
States,Missouri,2015,24,X,0.190404,5,16,2626
States,Montana,2015,24,X,0.0600962,1,5,1664
States,Nebraska,2015,24,X,0.480513,9,11,1873
States,Nevada,2015,24,X,0.25413,26,21,10231
States,New Hampshire,2015,24,X,0.0589971,2,19,3390
States,New Jersey,2015,24,X,1.60348,107,21,6673
States,New Mexico,2015,24,X,1.1583,93,20,8029
States,New York,2015,24,X,0.441726,26,60,5886
States,North Carolina,2015,24,X,0.42604,25,24,5868
States,North Dakota,2015,24,X,0.18018,2,6,1110
States,Ohio,2015,24,X,0.365339,32,28,8759
States,Oklahoma,2015,24,X,0.47081,10,15,2124
States,Oregon,2015,24,X,0,0,6,1270
States,Pennsylvania,2015,24,X,0.904048,88,46,9734
States,Rhode Island,2015,24,X,0.0442674,2,20,4518
States,South Carolina,2015,24,X,0,0,8,2068
States,South Dakota,2015,24,X,0.376614,21,22,5576
States,Tennessee,2015,24,X,0.0673401,5,57,7425
States,Texas,2015,24,X,1.75866,513,82,29170
States,Utah,2015,24,X,1.00904,164,39,16253
States,Vermont,2015,24,X,0.157729,1,3,634
States,Virginia,2015,24,X,1.12833,851,105,75421
States,Washington,2015,24,X,0.458716,12,29,2616
States,West Virginia,2015,24,X,0.561848,63,29,11213
States,Wisconsin,2015,24,X,0.205592,5,24,2432
States,Wyoming,2015,24,X,0.152486,5,17,3279
States,Puerto Rico,2015,24,X,2.30431,131,7,5685
States,Virgin Islands,2015,24,X,1.0929,4,1,366
States,New York City,2015,24,X,1.19085,1187,80,99677
States,Alabama,2015,25,X,0.626204,26,12,4152
States,Alaska,2015,25,X,2.28509,21,4,919
States,Arizona,2015,25,X,0.6118,115,49,18797
States,Arkansas,2015,25,X,0.180668,2,6,1107
States,California,2015,25,X,1.65902,459,97,27667
States,Colorado,2015,25,X,0.352338,11,6,3122
States,Connecticut,2015,25,X,0.527937,12,11,2273
States,Delaware,2015,25,X,0,0,7,1429
States,District of Columbia,2015,25,X,7.2093,62,1,860
States,Florida,2015,25,X,0.892267,54,24,6052
States,Georgia,2015,25,X,0.624879,129,26,20644
States,Hawaii,2015,25,X,0.7922,13,15,1641
States,Idaho,2015,25,X,0.418118,6,3,1435
States,Illinois,2015,25,X,1.24446,548,78,44035
States,Indiana,2015,25,X,0.656685,25,25,3807
States,Iowa,2015,25,X,0,0,4,1008
States,Kansas,2015,25,X,0.625823,19,14,3036
States,Kentucky,2015,25,X,0.00485343,1,11,20604
States,Louisiana,2015,25,X,1.17461,491,71,41801
States,Maine,2015,25,X,0.737101,36,25,4884
States,Maryland,2015,25,X,2.1826,71,13,3253
States,Massachusetts,2015,25,X,0.739986,138,25,18649
States,Michigan,2015,25,X,0.111867,12,40,10727
States,Minnesota,2015,25,X,0.651042,30,14,4608
States,Mississippi,2015,25,X,1.62843,269,45,16519
States,Missouri,2015,25,X,0.406054,11,16,2709
States,Montana,2015,25,X,0,0,5,1629
States,Nebraska,2015,25,X,0.561224,11,11,1960
States,Nevada,2015,25,X,0.195991,22,20,11225
States,New Hampshire,2015,25,X,0.0300933,1,19,3323
States,New Jersey,2015,25,X,1.56856,93,21,5929
States,New Mexico,2015,25,X,1.05521,99,20,9382
States,New York,2015,25,X,0.823114,49,61,5953
States,North Carolina,2015,25,X,0.448693,23,23,5126
States,North Dakota,2015,25,X,0.0672948,1,6,1486
States,Ohio,2015,25,X,0.392504,31,25,7898
States,Oklahoma,2015,25,X,0.363471,8,15,2201
States,Oregon,2015,25,X,0.213828,3,6,1403
States,Pennsylvania,2015,25,X,0.912012,88,46,9649
States,Rhode Island,2015,25,X,0,0,19,4193
States,South Carolina,2015,25,X,0.257898,4,6,1551
States,South Dakota,2015,25,X,0.553097,30,22,5424
States,Tennessee,2015,25,X,0.17567,12,54,6831
States,Texas,2015,25,X,1.47285,450,84,30553
States,Utah,2015,25,X,1.16949,197,40,16845
States,Vermont,2015,25,X,0.174216,1,3,574
States,Virginia,2015,25,X,0.985268,733,113,74396
States,Washington,2015,25,X,0.378644,10,29,2641
States,West Virginia,2015,25,X,0.340301,35,26,10285
States,Wisconsin,2015,25,X,0.590784,15,25,2539
States,Wyoming,2015,25,X,0.110254,3,15,2721
States,Puerto Rico,2015,25,X,3.4149,127,6,3719
States,Virgin Islands,2015,25,X,0.293255,1,1,341
States,New York City,2015,25,X,1.35141,1305,82,96566
States,Alabama,2015,26,X,0.619933,13,12,2097
States,Alaska,2015,26,X,1.68539,15,4,890
States,Arizona,2015,26,X,0.735794,119,49,16173
States,Arkansas,2015,26,X,0.111235,1,6,899
States,California,2015,26,X,1.64078,393,97,23952
States,Colorado,2015,26,X,0.248679,8,5,3217
States,Connecticut,2015,26,X,0.718209,17,16,2367
States,Delaware,2015,26,X,0,0,7,1289
States,District of Columbia,2015,26,X,7.3913,51,1,690
States,Florida,2015,26,X,1.07407,58,24,5400
States,Georgia,2015,26,X,0.674737,136,27,20156
States,Hawaii,2015,26,X,1.45128,21,15,1447
States,Idaho,2015,26,X,0.363901,5,3,1374
States,Illinois,2015,26,X,1.11324,448,72,40243
States,Indiana,2015,26,X,0.679785,19,24,2795
States,Iowa,2015,26,X,0,0,4,868
States,Kansas,2015,26,X,0.266756,8,14,2999
States,Kentucky,2015,26,X,0.00555833,1,11,17991
States,Louisiana,2015,26,X,1.10747,433,70,39098
States,Maine,2015,26,X,0.570687,22,20,3855
States,Maryland,2015,26,X,1.47186,68,16,4620
States,Massachusetts,2015,26,X,0.810289,126,25,15550
States,Michigan,2015,26,X,0.133662,13,37,9726
States,Minnesota,2015,26,X,0.840564,31,12,3688
States,Mississippi,2015,26,X,1.43311,221,42,15421
States,Missouri,2015,26,X,0.442478,10,16,2260
States,Montana,2015,26,X,0,0,5,1309
States,Nebraska,2015,26,X,0.373134,6,11,1608
States,Nevada,2015,26,X,0.179033,18,19,10054
States,New Hampshire,2015,26,X,0.036483,1,17,2741
States,New Jersey,2015,26,X,1.21354,62,21,5109
States,New Mexico,2015,26,X,0.849467,43,14,5062
States,New York,2015,26,X,1.23305,60,60,4866
States,North Carolina,2015,26,X,0.499405,21,22,4205
States,North Dakota,2015,26,X,0,0,7,1349
States,Ohio,2015,26,X,0.317125,21,26,6622
States,Oklahoma,2015,26,X,0.562852,6,12,1066
States,Oregon,2015,26,X,0.0856164,1,6,1168
States,Pennsylvania,2015,26,X,1.00606,88,45,8747
States,Rhode Island,2015,26,X,0.127291,5,20,3928
States,South Carolina,2015,26,X,0.0877963,1,6,1139
States,South Dakota,2015,26,X,0.977836,45,22,4602
States,Tennessee,2015,26,X,0.149522,10,59,6688
States,Texas,2015,26,X,1.58033,414,83,26197
States,Utah,2015,26,X,0.797987,130,41,16291
States,Vermont,2015,26,X,0.37594,2,3,532
States,Virginia,2015,26,X,0.993886,725,106,72946
States,Washington,2015,26,X,0.451581,9,29,1993
States,West Virginia,2015,26,X,0.4726,42,28,8887
States,Wisconsin,2015,26,X,0.143678,3,24,2088
States,Wyoming,2015,26,X,0.0424268,1,15,2357
States,Puerto Rico,2015,26,X,3.58501,132,6,3682
States,Virgin Islands,2015,26,X,0.78534,3,1,382
States,New York City,2015,26,X,1.26974,1146,80,90255
States,Alabama,2015,27,X,0.685871,30,12,4374
