ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
42,PENNSYLVANIA,PA,42003,Allegheny,42003040200,"Census Tract 402, Allegheny County, Pennsylvania",0.233482443134,1703,232,728,39,631,64,611,149,99,62,13501,2246,73,52,193,69,111,62,180,63,77,57,967,284,12,39,213,65,0,10,13,23,254,78,454,152,47.9,9.3,12.1,6.5,13501.0,2246.0,9.2,6.4,11.3,4.1,6.5,3.5,10.8,4.0,12.2,9.1,56.8,14.8,0.7,2.4,29.3,8.9,0.0,3.4,2.1,3.7,40.3,11.1,26.7,8.2,0.9725,0.9001,0.9612,0.5494,3.3832,0.8944,0.1498,0.0235,0.2516,0.7861,1.211,0.0914,0.8634,0.5303,1.3937,0.7448,0.9325,0.0,0.7536,0.9443,0.9687,3.5991,0.9552,9.587,0.8514,1,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,3,6,155,80,9.3,4.6,8877
42,PENNSYLVANIA,PA,42003,Allegheny,42003040400,"Census Tract 404, Allegheny County, Pennsylvania",0.07702927951,1978,213,1438,49,1193,114,765,195,13,17,36007,9773,10,16,624,91,23,7,264,92,0,14,796,258,0,40,1386,62,0,10,39,54,506,116,72,13,39.8,6.9,1.7,2.3,36007.0,9773.0,0.9,1.3,31.5,4.8,1.2,0.3,13.3,4.6,0.0,1.2,40.2,12.3,0.0,2.0,96.4,2.8,0.0,1.7,3.3,4.6,42.4,7.3,3.6,0.5,0.9409,0.0513,0.292,0.0213,1.3055,0.2854,0.9781,0.0078,0.4346,0.0,1.4205,0.1618,0.8049,0.0,0.8049,0.4187,0.9994,0.0,0.8696,0.9518,0.8321,3.6529,0.9634,7.1838,0.5238,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,2,4,39,32,2.0,1.6,3422
42,PENNSYLVANIA,PA,42003,Allegheny,42003040500,"Census Tract 405, Allegheny County, Pennsylvania",0.182361380028,3377,407,1329,39,1157,85,2061,380,88,58,8731,1623,20,31,192,110,0,10,239,97,0,14,396,567,20,43,202,85,0,10,14,25,436,115,547,158,72.8,6.8,5.0,3.3,8731.0,1623.0,4.5,6.5,5.7,3.3,0.0,0.3,7.1,2.8,0.0,1.2,11.7,16.7,0.6,1.3,15.2,6.4,0.0,1.9,1.2,2.2,37.7,9.6,16.2,4.3,0.9987,0.484,0.9931,0.2095,2.6853,0.7384,0.0203,0.0,0.0701,0.0,0.0904,0.0075,0.4756,0.49,0.9656,0.5013,0.8164,0.0,0.5916,0.9302,0.9518,3.29,0.9004,7.0313,0.494,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,91,63,2.7,2.0,6212
42,PENNSYLVANIA,PA,42003,Allegheny,42003040600,"Census Tract 406, Allegheny County, Pennsylvania",0.097707744324,2121,279,1095,53,918,82,1223,235,95,94,14460,2460,119,77,107,78,37,41,166,83,0,14,409,386,54,59,274,70,0,10,24,30,295,86,0,10,57.7,8.1,6.7,6.1,14460.0,2460.0,25.1,14.3,5.0,3.7,1.7,1.9,7.8,3.6,0.0,1.5,19.3,18.1,2.5,2.8,25.0,6.4,0.0,2.3,2.6,3.3,32.1,9.1,0.0,0.5,0.9928,0.6803,0.9487,0.95,3.5718,0.9289,0.0138,0.0084,0.0967,0.0,0.1189,0.0078,0.6282,0.8083,1.4365,0.7655,0.909,0.0,0.8114,0.9051,0.0,2.6255,0.6622,7.7527,0.6194,1,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,2,5,111,66,5.2,3.2,934
42,PENNSYLVANIA,PA,42003,Allegheny,42003040900,"Census Tract 409, Allegheny County, Pennsylvania",0.352276375984,3406,306,1559,40,1399,90,1933,338,217,119,16373,2866,121,68,287,68,263,137,319,104,72,62,1008,432,10,41,345,87,10,15,35,54,348,102,100,59,58.0,7.9,11.6,5.8,16373.0,2866.0,8.8,4.7,8.4,2.1,7.7,4.0,9.6,3.2,5.1,4.4,29.6,12.4,0.3,1.2,22.1,5.6,0.6,1.0,2.5,3.9,24.9,7.4,2.9,1.7,0.9931,0.8907,0.9174,0.525,3.3262,0.8822,0.0644,0.0285,0.1743,0.3189,0.5861,0.025,0.7402,0.349,1.0892,0.5835,0.8896,0.5222,0.7977,0.8622,0.8021,3.8738,0.9865,8.8753,0.7821,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,169,92,5.1,2.7,7299
42,PENNSYLVANIA,PA,42003,Allegheny,42003050100,"Census Tract 501, Allegheny County, Pennsylvania",0.305164596046,1986,291,1184,75,1005,101,1015,357,134,108,14533,3337,269,97,366,92,590,242,498,134,279,124,1852,307,20,44,168,62,0,10,0,14,505,139,30,26,51.2,13.0,17.3,12.6,14533.0,3337.0,22.5,7.2,18.4,5.5,29.7,11.4,25.1,8.0,27.8,12.1,93.3,7.3,1.2,2.6,14.2,5.2,0.0,2.1,0.0,1.4,50.2,11.2,1.5,1.3,0.9812,0.9634,0.9474,0.9284,3.8204,0.9793,0.5463,0.944,0.9578,0.9797,3.4278,0.9978,0.9606,0.6523,1.6129,0.8502,0.8011,0.0,0.0,0.9771,0.7054,2.4836,0.5939,11.3447,0.9721,1,1,1,1,4,0,1,1,1,3,1,0,1,0,0,0,1,0,1,9,88,52,4.4,2.7,1363
42,PENNSYLVANIA,PA,42003,Allegheny,42003050600,"Census Tract 506, Allegheny County, Pennsylvania",0.310973500636,2036,294,1171,71,856,114,439,267,43,40,28329,5394,164,70,613,118,354,98,693,166,66,68,1699,324,0,40,198,73,21,35,44,27,265,94,21,44,21.8,11.8,5.5,4.9,28329.0,5394.0,11.3,5.0,30.1,6.5,17.4,4.1,34.4,5.5,7.7,8.0,83.4,10.5,0.0,2.1,16.9,6.2,1.8,3.0,5.1,3.1,31.0,9.7,1.0,2.2,0.8066,0.5454,0.5631,0.6773,2.5924,0.7121,0.9694,0.2311,0.9953,0.5419,2.7377,0.8911,0.9259,0.0,0.9259,0.4797,0.8402,0.6547,0.9484,0.8989,0.6567,3.9989,0.9931,10.2549,0.9,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,1,0,0,1,4,198,136,9.8,6.1,1156
42,PENNSYLVANIA,PA,42003,Allegheny,42003050900,"Census Tract 509, Allegheny County, Pennsylvania",0.175689537468,1292,150,852,43,816,45,754,175,162,81,13361,3090,120,55,245,59,331,112,274,79,227,77,1292,150,11,42,117,32,7,11,12,21,650,74,0,10,58.4,9.9,28.6,12.8,13361.0,3090.0,14.7,6.4,19.0,5.5,25.6,8.1,21.2,6.6,27.8,9.4,100.0,0.7,0.9,3.6,13.7,3.8,0.8,1.3,1.5,2.6,79.7,7.7,0.0,0.8,0.9934,0.9969,0.9631,0.8043,3.7577,0.9643,0.5894,0.8521,0.8867,0.9797,3.3079,0.995,0.9987,0.5826,1.5813,0.8349,0.7946,0.5629,0.656,0.9987,0.0,3.0122,0.8237,11.6591,0.9834,1,1,1,0,3,0,0,0,1,1,1,0,1,0,0,0,1,0,1,6,145,58,11.2,4.3,731
42,PENNSYLVANIA,PA,42003,Allegheny,42003051000,"Census Tract 510, Allegheny County, Pennsylvania",0.249197566738,2143,226,845,53,753,75,729,176,97,45,11263,2646,73,45,180,38,163,87,282,123,83,60,1269,287,15,38,433,70,0,10,0,14,374,84,842,134,56.0,10.5,10.5,5.0,11263.0,2646.0,9.2,5.4,8.4,1.8,7.6,4.0,13.2,6.0,11.0,7.9,59.2,11.9,0.7,1.8,51.2,7.7,0.0,2.9,0.0,1.9,49.7,11.2,39.3,4.7,0.9916,0.8638,0.9822,0.5494,3.387,0.896,0.0644,0.0278,0.4221,0.7405,1.2548,0.1023,0.8715,0.5303,1.4018,0.7477,0.9831,0.0,0.0,0.974,0.9822,2.9393,0.7956,8.9829,0.7975,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,3,5,95,74,4.4,3.2,2842
42,PENNSYLVANIA,PA,42003,Allegheny,42003051100,"Census Tract 511, Allegheny County, Pennsylvania",0.075135063098,170,51,114,36,70,28,74,81,5,8,9753,3265,22,24,14,12,95,34,9,14,51,24,170,52,0,40,0,14,18,26,0,14,63,34,0,10,43.5,41.0,8.9,13.9,9753.0,3265.0,31.4,34.2,8.2,7.0,55.9,10.9,5.3,7.9,72.9,18.6,100.0,6.0,0.0,29.0,0.0,12.4,15.8,21.6,0.0,20.1,90.0,18.2,0.0,5.9,0.9578,0.8125,0.9909,0.9753,3.7365,0.9605,0.0604,1.0,0.0263,1.0,2.0867,0.5404,0.9987,0.0,0.9987,0.5281,0.0,0.9374,0.0,0.9994,0.0,1.9368,0.3366,8.7587,0.7671,1,0,1,1,3,0,1,0,1,2,1,0,1,0,1,0,1,0,2,8,0,10,0.0,13.6,61
42,PENNSYLVANIA,PA,42003,Allegheny,42003060300,"Census Tract 603, Allegheny County, Pennsylvania",0.431641572594,2233,185,1360,81,1193,101,326,150,103,52,50112,10360,113,55,242,41,236,68,233,77,57,31,476,252,0,40,108,56,6,8,0,14,301,93,28,47,14.6,6.4,6.4,3.1,50112.0,10360.0,6.2,3.0,10.8,1.8,10.6,2.9,10.4,3.3,4.8,2.6,21.3,11.2,0.0,1.8,7.9,4.1,0.4,0.6,0.0,1.2,25.2,7.6,1.3,2.1,0.6683,0.655,0.0955,0.329,1.7478,0.4292,0.1373,0.0469,0.2265,0.2877,0.6984,0.0297,0.6601,0.0,0.6601,0.3393,0.6657,0.4778,0.0,0.8644,0.6873,2.6952,0.6951,5.8015,0.2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,53,4.4,2.4,3617
42,PENNSYLVANIA,PA,42003,Allegheny,42003060500,"Census Tract 605, Allegheny County, Pennsylvania",0.256462848072,1337,153,796,62,713,76,129,53,32,39,36639,4089,81,30,182,44,141,38,199,51,26,19,143,204,4,39,78,37,0,10,11,18,145,67,0,10,9.6,3.7,3.5,4.0,36639.0,4089.0,7.4,2.9,13.6,3.5,10.5,2.6,14.9,3.8,3.6,2.7,10.7,15.2,0.3,3.0,9.8,4.6,0.0,3.1,1.5,2.5,20.3,8.2,0.0,0.7,0.4728,0.2545,0.2773,0.4237,1.4283,0.3261,0.2464,0.046,0.5566,0.1751,1.0241,0.0594,0.4512,0.349,0.8002,0.4168,0.7167,0.0,0.656,0.8143,0.0,2.187,0.4499,5.4396,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,47,5.3,3.5,961
42,PENNSYLVANIA,PA,42003,Allegheny,42003070300,"Census Tract 703, Allegheny County, Pennsylvania",0.165462467692,2162,225,1226,78,1117,94,390,137,11,17,60148,13122,26,40,353,93,164,60,124,46,14,19,367,314,15,42,327,100,0,10,0,14,146,63,131,56,19.2,5.7,0.8,1.3,60148.0,13122.0,1.7,2.5,16.3,4.7,7.6,2.7,6.1,2.3,1.3,1.8,17.0,14.4,0.7,2.0,26.7,8.0,0.0,2.0,0.0,1.3,13.1,5.5,6.1,2.5,0.765,0.0119,0.0441,0.0488,0.8698,0.151,0.404,0.0278,0.0429,0.0397,0.5144,0.0216,0.5916,0.5303,1.1219,0.6026,0.9184,0.0,0.0,0.7073,0.8949,2.5206,0.6137,5.0267,0.1636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,30,1.8,1.5,2934
42,PENNSYLVANIA,PA,42003,Allegheny,42003070500,"Census Tract 705, Allegheny County, Pennsylvania",0.159364758806,3119,263,1934,51,1704,109,790,240,43,31,42173,4572,15,12,150,41,133,21,52,28,9,17,894,345,49,51,670,124,0,10,0,14,289,76,11,7,25.3,6.4,1.9,1.4,42173.0,4572.0,0.7,0.5,4.8,1.4,4.3,0.6,1.7,0.9,0.5,1.0,28.7,10.8,1.6,1.7,34.6,6.3,0.0,1.3,0.0,0.8,17.0,4.4,0.4,0.2,0.8426,0.0648,0.1746,0.0156,1.0976,0.2231,0.0134,0.0163,0.0028,0.0178,0.0503,0.0044,0.7333,0.7136,1.4469,0.7708,0.9528,0.0,0.0,0.7752,0.5244,2.2524,0.4809,4.8472,0.1404,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,119,59,3.8,1.8,2661
42,PENNSYLVANIA,PA,42003,Allegheny,42003070600,"Census Tract 706, Allegheny County, Pennsylvania",0.111868035174,1999,214,1403,35,1262,89,298,91,66,62,55248,9001,3,8,310,69,53,44,147,60,0,14,477,284,0,40,934,122,0,10,11,18,356,113,21,11,15.0,4.3,4.4,4.1,55248.0,9001.0,0.2,0.5,15.5,3.6,2.7,2.2,7.4,3.0,0.0,1.1,23.9,14.0,0.0,2.0,66.6,8.5,0.0,1.8,0.9,1.5,28.2,8.2,1.1,0.5,0.683,0.3929,0.0654,0.0078,1.1491,0.24,0.3555,0.0109,0.0817,0.0,0.4481,0.02,0.6882,0.0,0.6882,0.353,0.99,0.0,0.505,0.8817,0.6664,3.0431,0.8328,5.3285,0.2072,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,68,68,3.4,3.2,1134
42,PENNSYLVANIA,PA,42003,Allegheny,42003070800,"Census Tract 708, Allegheny County, Pennsylvania",0.17246404136,2378,208,1390,74,1390,74,452,142,10,17,50106,10614,22,23,233,60,143,44,66,54,11,19,684,302,46,56,670,105,0,10,55,55,207,85,22,11,19.0,5.8,0.6,1.1,50106.0,10614.0,1.4,1.4,9.8,2.7,6.0,1.8,2.8,2.3,0.8,1.4,28.8,12.5,2.0,2.4,48.2,7.1,0.0,1.8,4.0,4.0,14.9,6.0,0.9,0.5,0.7631,0.0078,0.0961,0.0353,0.9023,0.1595,0.1023,0.021,0.0034,0.0235,0.1502,0.0084,0.7339,0.7658,1.4997,0.7977,0.9772,0.0,0.9096,0.7411,0.6407,3.2686,0.8942,5.8208,0.2737,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,160,133,6.7,5.4,2634
42,PENNSYLVANIA,PA,42003,Allegheny,42003070900,"Census Tract 709, Allegheny County, Pennsylvania",0.310260370242,4247,368,2809,97,2538,164,1267,304,51,44,46888,8633,116,91,605,149,180,74,246,143,12,23,1862,468,130,86,2023,229,0,10,115,70,957,201,386,202,32.5,7.3,2.2,1.9,46888.0,8633.0,4.3,3.3,14.2,3.6,4.2,1.7,6.1,3.5,0.5,0.9,43.8,10.4,3.1,2.1,72.0,7.8,0.0,0.9,4.5,2.8,37.7,6.9,9.1,4.7,0.9043,0.0911,0.1208,0.1961,1.3123,0.2876,0.2792,0.0159,0.0429,0.0178,0.3558,0.016,0.818,0.8468,1.6648,0.8743,0.9909,0.0,0.9278,0.9302,0.9243,3.7732,0.9737,7.1061,0.5094,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,4,5,71,60,1.8,1.5,6741
42,PENNSYLVANIA,PA,42003,Allegheny,42003080200,"Census Tract 802, Allegheny County, Pennsylvania",0.133036849528,1645,127,998,46,901,59,351,121,34,23,33173,6704,77,45,270,44,103,29,261,87,25,20,113,186,12,42,28,43,14,17,0,14,313,72,0,10,21.3,7.2,3.1,2.1,33173.0,6704.0,5.6,3.3,16.4,2.7,6.3,1.7,15.9,5.3,2.8,2.3,6.9,11.3,0.7,2.6,2.8,4.3,1.4,1.7,0.0,1.6,34.7,7.4,0.0,0.6,0.8016,0.1922,0.3653,0.2833,1.6424,0.3932,0.4099,0.0228,0.6402,0.1194,1.1923,0.0867,0.3277,0.5303,0.858,0.4453,0.4578,0.6259,0.0,0.9173,0.0,2.001,0.3676,5.6937,0.2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,121,80,7.4,4.9,823
42,PENNSYLVANIA,PA,42003,Allegheny,42003080400,"Census Tract 804, Allegheny County, Pennsylvania",0.166172895372,1576,119,886,37,844,51,527,119,32,24,27469,3138,5,7,106,62,72,41,155,74,20,15,447,183,14,43,233,58,0,10,13,16,282,69,0,10,33.4,6.3,2.9,2.2,27469.0,3138.0,0.5,0.7,6.7,3.9,4.6,2.6,9.8,4.7,2.4,1.8,28.4,11.4,0.9,2.8,26.3,6.5,0.0,2.8,1.5,1.9,33.4,7.6,0.0,0.6,0.9111,0.1644,0.595,0.0122,1.6827,0.4057,0.0335,0.0166,0.188,0.0938,0.3319,0.0138,0.7305,0.5826,1.3131,0.7045,0.9156,0.0,0.656,0.9114,0.0,2.483,0.5936,5.8107,0.2734,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,130,62,8.2,4.1,2110
42,PENNSYLVANIA,PA,42003,Allegheny,42003080600,"Census Tract 806, Allegheny County, Pennsylvania",0.156340807942,2136,238,1275,25,1117,79,229,99,122,77,44660,6549,67,84,154,42,241,70,120,63,27,36,351,300,103,96,146,60,0,10,29,47,154,61,8,4,10.7,4.6,7.9,4.7,44660.0,6549.0,4.3,5.2,7.2,2.3,11.3,3.0,5.6,2.7,2.4,3.3,16.4,13.9,5.1,4.7,11.5,4.8,0.0,1.9,2.6,4.2,13.8,5.3,0.4,0.2,0.5244,0.7671,0.1437,0.1961,1.6313,0.391,0.041,0.0522,0.0329,0.0938,0.2199,0.0106,0.5791,0.9065,1.4856,0.7896,0.7492,0.0,0.8114,0.7173,0.5244,2.8023,0.7401,6.1391,0.3298,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,198,126,9.3,5.2,976
42,PENNSYLVANIA,PA,42003,Allegheny,42003080700,"Census Tract 807, Allegheny County, Pennsylvania",0.106200443916,1783,171,1155,62,1100,87,375,118,41,31,31493,3810,8,19,161,90,150,49,129,67,24,27,609,273,43,50,206,79,0,10,7,14,311,99,50,20,21.2,6.3,3.8,2.8,31493.0,3810.0,0.6,1.4,9.0,5.0,8.4,2.6,7.3,3.8,2.2,2.5,34.2,15.0,2.5,2.9,17.8,6.8,0.0,2.1,0.6,1.4,28.3,8.7,2.8,1.1,0.7991,0.2996,0.4244,0.0141,1.5372,0.3593,0.0788,0.0316,0.0776,0.0832,0.2712,0.0122,0.7708,0.8083,1.5791,0.8333,0.8499,0.0,0.4059,0.8829,0.7967,2.9354,0.7937,6.3229,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,98,6.9,5.4,1058
42,PENNSYLVANIA,PA,42003,Allegheny,42003080900,"Census Tract 809, Allegheny County, Pennsylvania",0.14680563295,1872,210,1173,34,1017,74,159,53,33,27,39379,3037,61,30,201,38,166,67,164,46,27,26,351,291,41,61,297,76,0,10,7,14,209,61,65,23,8.8,2.9,2.4,2.0,39379.0,3037.0,4.0,2.0,10.7,2.2,8.9,3.4,8.8,2.4,2.7,2.6,18.8,15.4,2.3,3.4,25.3,6.4,0.0,2.1,0.7,1.4,20.6,5.5,3.5,1.2,0.4265,0.1102,0.2191,0.1745,0.9303,0.1685,0.1332,0.0338,0.1383,0.1107,0.416,0.0188,0.6188,0.7914,1.4102,0.7505,0.9112,0.0,0.4412,0.8175,0.8299,2.9998,0.82,5.7563,0.2643,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,114,48,6.1,2.5,3815
42,PENNSYLVANIA,PA,42003,Allegheny,42003090100,"Census Tract 901, Allegheny County, Pennsylvania",0.259623865146,1830,146,1191,56,1060,71,160,88,18,18,61445,10857,189,76,230,53,52,48,261,80,3,12,101,196,12,38,123,45,0,10,0,14,219,63,11,7,8.7,4.7,1.3,1.3,61445.0,10857.0,11.6,4.5,12.6,3.2,2.8,2.6,14.3,4.5,0.3,1.2,5.5,10.7,0.7,2.1,10.3,3.8,0.0,2.1,0.0,1.3,20.7,6.0,0.6,0.4,0.4212,0.026,0.0404,0.6904,1.178,0.2494,0.2004,0.0116,0.5081,0.0166,0.7367,0.0325,0.2689,0.5303,0.7992,0.4165,0.7261,0.0,0.0,0.819,0.586,2.1311,0.4233,4.845,0.1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,80,5.8,4.3,1759
42,PENNSYLVANIA,PA,42003,Allegheny,42003090200,"Census Tract 902, Allegheny County, Pennsylvania",0.172338944312,2830,288,1540,92,1421,113,229,93,81,53,37380,3842,147,92,671,158,249,132,290,70,47,47,287,401,28,44,262,77,0,10,0,14,364,103,229,162,8.8,3.3,4.7,2.9,37380.0,3842.0,6.0,3.6,23.7,5.0,8.8,4.6,11.1,2.7,3.3,3.3,10.1,14.2,1.0,1.7,17.0,4.9,0.0,1.6,0.0,1.0,25.6,6.4,8.1,5.7,0.4265,0.438,0.2595,0.3121,1.4361,0.3277,0.8668,0.0335,0.2716,0.1504,1.3223,0.1258,0.4353,0.6079,1.0432,0.5572,0.8418,0.0,0.0,0.8673,0.9168,2.6259,0.6625,6.4275,0.3846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,116,72,4.5,2.7,3476
42,PENNSYLVANIA,PA,42003,Allegheny,42003090300,"Census Tract 903, Allegheny County, Pennsylvania",0.099142113254,1804,194,1036,21,908,60,219,75,104,81,28583,3281,122,52,132,39,194,82,250,74,57,45,262,252,12,42,4,11,0,10,5,12,230,52,0,10,12.2,4.3,8.5,6.0,28583.0,3281.0,8.4,3.6,7.3,2.2,10.8,4.4,13.9,3.8,6.3,5.0,14.5,13.9,0.7,2.5,0.4,1.1,0.0,2.4,0.6,1.4,25.3,5.5,0.0,0.6,0.586,0.793,0.5493,0.4959,2.4242,0.6557,0.0435,0.0488,0.4781,0.4253,0.9957,0.0557,0.5432,0.5303,1.0735,0.5722,0.2402,0.0,0.4059,0.8654,0.0,1.5115,0.1882,6.0049,0.3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,119,14.5,5.9,1183
42,PENNSYLVANIA,PA,42003,Allegheny,42003100500,"Census Tract 1005, Allegheny County, Pennsylvania",0.27579458911,1871,145,974,34,893,58,228,126,44,46,42196,8297,112,48,399,48,221,67,249,75,42,37,1333,186,20,44,74,28,0,10,0,14,201,69,59,23,12.5,7.1,4.1,4.0,42196.0,8297.0,7.3,3.1,21.3,2.8,11.8,3.5,13.7,3.9,4.7,4.2,71.2,8.3,1.1,2.4,7.6,2.9,0.0,2.5,0.0,1.6,22.5,7.7,3.2,1.2,0.5961,0.3494,0.174,0.4137,1.5332,0.3571,0.7555,0.0578,0.4665,0.2767,1.5565,0.2281,0.8971,0.6282,1.5253,0.8093,0.6545,0.0,0.0,0.8381,0.8164,2.309,0.5088,6.924,0.4759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,62,5.8,3.5,765
42,PENNSYLVANIA,PA,42003,Allegheny,42003101100,"Census Tract 1011, Allegheny County, Pennsylvania",0.40533953215,2705,260,1439,57,1243,92,381,140,54,43,30121,5145,88,45,192,44,412,179,225,72,159,76,550,367,0,40,42,36,0,10,0,14,137,63,7,3,14.2,4.7,3.0,2.2,30121.0,5145.0,4.5,2.1,7.1,1.6,15.2,6.5,8.3,2.4,12.8,6.0,20.3,13.5,0.0,1.5,2.9,2.5,0.0,1.7,0.0,1.1,11.0,4.9,0.3,0.1,0.6536,0.1788,0.4757,0.2095,1.5176,0.3521,0.0388,0.1307,0.1189,0.8071,1.0955,0.0682,0.6448,0.0,0.6448,0.3302,0.4637,0.0,0.0,0.644,0.4794,1.5871,0.212,4.845,0.1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,175,11.9,6.8,2205
42,PENNSYLVANIA,PA,42003,Allegheny,42003101400,"Census Tract 1014, Allegheny County, Pennsylvania",0.359447834532,3139,262,1677,41,1557,96,154,63,81,55,32232,2464,150,61,560,53,547,140,394,97,92,61,475,359,10,41,9,17,0,10,12,21,295,87,7,9,5.0,2.1,4.7,3.2,32232.0,2464.0,6.4,2.7,17.8,2.3,17.4,4.2,12.6,3.1,5.9,3.9,15.1,11.4,0.3,1.4,0.5,1.0,0.0,1.5,0.8,1.4,18.9,5.5,0.2,0.3,0.2115,0.438,0.3978,0.3449,1.3922,0.3136,0.5044,0.2311,0.3786,0.3881,1.5022,0.1959,0.5563,0.349,0.9053,0.4697,0.2511,0.0,0.4737,0.7993,0.3959,1.92,0.3306,5.7197,0.2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,89,6.1,2.9,1594
42,PENNSYLVANIA,PA,42003,Allegheny,42003101600,"Census Tract 1016, Allegheny County, Pennsylvania",0.179384533608,1159,128,422,38,407,38,502,217,49,45,24092,15614,91,51,109,28,492,113,181,75,196,66,1088,136,0,40,0,14,5,7,0,14,100,49,0,10,43.3,17.2,13.0,10.9,24092.0,15614.0,15.4,9.2,9.4,2.8,42.5,8.5,15.6,6.6,48.2,15.6,93.9,5.6,0.0,4.0,0.0,3.3,1.2,1.6,0.0,3.5,24.6,11.7,0.0,0.9,0.9565,0.9177,0.7412,0.8236,3.439,0.907,0.0907,0.9997,0.6155,0.9991,2.705,0.878,0.9628,0.0,0.9628,0.5,0.0,0.6102,0.0,0.8572,0.0,1.4674,0.1763,8.5742,0.7411,1,1,0,0,2,0,1,0,1,2,1,0,1,0,0,0,0,0,0,5,84,65,7.2,5.3,300
