Gene	logFC	SE	CI_lower	CI_upper	df	P.Value	qval	rank
NAIP	1.86635308278184	0.122859051012574	1.62555376762242	2.10715239794125	1	4.05620815816553e-52	3.86334694007917e-50	212
CD2	-2.12013365258301	0.139659883921529	-2.39386199515425	-1.84640531001177	1	4.74748224327196e-52	4.5005240120257e-50	213
ASPH	2.51277902262839	0.165639313085958	2.18813193455596	2.83742611070082	1	5.57195499794103e-52	5.25742594945912e-50	214
ST6GAL1	-1.67219493410766	0.110232428757291	-1.88824652440033	-1.45614334381499	1	5.61168164605715e-52	5.27028259521795e-50	215
KHSRP	-0.892390494948163	0.0588706720033811	-1.00777489182046	-0.777006098075865	1	6.65825209714686e-52	6.2242327011847e-50	216
TAF3	-0.892605065957716	0.0589583753930919	-1.00816135831517	-0.777048773600264	1	8.8778282187526e-52	8.26088052502546e-50	217
CD160	-1.57631045418358	0.104317160283149	-1.78076833130805	-1.37185257705912	1	1.37566548427269e-51	1.27419437882725e-49	218
CYSTM1	3.10629431036005	0.205657708725441	2.70321260811515	3.50937601260494	1	1.51948792760055e-51	1.40098174584979e-49	219
ADARB1	-1.3358576887437	0.0884923480908213	-1.50929950390909	-1.16241587357831	1	1.72732788482367e-51	1.5853729386527e-49	220
CD247	-2.55480427587926	0.169302182481682	-2.88663045604738	-2.22297809571113	1	1.87863874378232e-51	1.71644676535984e-49	221
ABHD14B	-1.56806753164777	0.103999134009062	-1.77190208872889	-1.36423297456665	1	2.27048227883377e-51	2.06511613397349e-49	222
ABHD15	-1.11437003089399	0.0739338768245981	-1.25927776670762	-0.969462295080358	1	2.45555194180768e-51	2.2234307089229e-49	223
PRPF8	-0.941182355270029	0.0624608021042556	-1.06360327783985	-0.818761432700205	1	2.61492647976825e-51	2.35716944104823e-49	224
CHRM3-AS2	-1.91287266378307	0.127320872911985	-2.16241698917076	-1.66332833839538	1	5.11036417903584e-51	4.58615437791519e-49	225
GGH	1.99618051380205	0.132994425915052	1.73551622886397	2.25684479874013	1	6.36206153199595e-51	5.6841923209762e-49	226
COG2	-1.03615564512574	0.0692167890815679	-1.17181805885112	-0.900493231400366	1	1.15815505806911e-50	1.03019678116879e-48	227
UTRN	-1.35315973401411	0.0904249573885969	-1.53038939379933	-1.17593007422889	1	1.25356371252371e-50	1.11017361768767e-48	228
AQP3	-2.12593015226701	0.142113708039207	-2.4044679017333	-1.84739240280073	1	1.35320664082433e-50	1.19318552364738e-48	229
ADM	1.415803919679	0.0951094316374914	1.22939285907944	1.60221498027856	1	4.06050606365711e-50	3.56477123640714e-48	230
MARCKSL1	-1.71484406493605	0.115282200552741	-1.94079302607795	-1.48889510379416	1	4.77662651862024e-50	4.17530920623289e-48	231
TRAF5	-1.87631154196379	0.126278843281778	-2.12381352680545	-1.62880955712213	1	6.13011851394435e-50	5.33531694110191e-48	232
FOXK1	-1.05042983222562	0.0707454972374839	-1.18908845887947	-0.911771205571775	1	7.16648449943135e-50	6.21054313358446e-48	233
CLEC2D	-1.30793212656053	0.0881160016751958	-1.48063631630558	-1.13522793681547	1	7.68806682622291e-50	6.63407886132876e-48	234
ZDHHC20	1.8712673908763	0.126194346088615	1.62393101749004	2.11860376426257	1	9.59128207188712e-50	8.24115606789552e-48	235
FUT11	-1.32569388027114	0.0895092005055408	-1.50112868954697	-1.15025907099531	1	1.24933203359199e-49	1.06892001789362e-47	236
ZNHIT6	-1.47778478466773	0.0998318678547931	-1.67345165017249	-1.28211791916297	1	1.40643314237872e-49	1.19825730003844e-47	237
RALGAPA2	1.25233102246267	0.0849523917418541	1.0858273942481	1.41883465067724	1	3.48622586133507e-49	2.95772573916293e-47	238
SPTAN1	-1.09175905849452	0.0740627021108517	-1.23691928722951	-0.946598829759537	1	3.51486624917652e-49	2.96954725118713e-47	239
ANKRD40	-0.940298598073188	0.0638655982705295	-1.06547287053453	-0.815124325611846	1	4.58271786688453e-49	3.85559329867218e-47	240
CST7	1.88433529904505	0.128320090607976	1.6328325429605	2.1358380551296	1	8.08535648729748e-49	6.77425386686766e-47	241
CCR3	-2.69671776750971	0.183664375383936	-3.05669332850526	-2.33674220651415	1	8.30174888247275e-49	6.92681460474751e-47	242
DIEXF	-0.932120566083019	0.0635849172213766	-1.05674471379688	-0.80749641836916	1	1.17200917455696e-48	9.73876923977535e-47	243
TSPOAP1-AS1	-1.42863407540008	0.097615777842956	-1.61995748429513	-1.23731066650502	1	1.67289764807837e-48	1.38439136516387e-46	244
PTCH1	-1.79176171265055	0.122571306056439	-2.03199705805921	-1.55152636724189	1	2.15271664845336e-48	1.77418998226817e-46	245
ILF3	-1.15760139958099	0.0792956497235337	-1.31301801716982	-1.00218478199216	1	2.86887892638036e-48	2.35481314152326e-46	246
FOXN3	-1.03806854604867	0.0711865225413823	-1.17759156641443	-0.898545525682917	1	3.63643864713028e-48	2.97275178796982e-46	247
RUVBL1	-0.895223867534115	0.0614081028478687	-1.01558153747487	-0.774866197593361	1	3.86182677250662e-48	3.14427444316346e-46	248
CCDC134	-1.0678123540085	0.073460354007488	-1.21179200215474	-0.92383270586226	1	7.17641793771692e-48	5.81952734933253e-46	249
POLRMT	-1.11521181650168	0.0768329236635936	-1.26580157970924	-0.964622053294124	1	9.76921853282964e-48	7.89040242459584e-46	250
THUMPD1	-1.06141616986335	0.0731374401429809	-1.20476291846505	-0.918069421261658	1	1.00789944197648e-47	8.10816953481637e-46	251
GAS7	1.70776791087451	0.117818417475479	1.47684805590706	1.93868776584195	1	1.30464358952369e-47	1.04537156189136e-45	252
DGKA	-1.10193466609915	0.0760316663854026	-1.2509539938991	-0.952915338299195	1	1.33954871130926e-47	1.06909753275717e-45	253
JAK3	0.970936803485609	0.0670833598622951	0.839455834193571	1.10241777277765	1	1.77946613033349e-47	1.41460551589346e-45	254
TAGAP	-1.63367098083466	0.112905458423592	-1.85496161300289	-1.41238034866644	1	1.89194005386527e-47	1.49811974775089e-45	255
VNN1	3.61326491025789	0.24975693922057	3.12375030449661	4.10277951601917	1	1.95472833145419e-47	1.54179197143449e-45	256
ARHGEF9	-0.877581834047315	0.0608336829999026	-0.996813661774051	-0.75835000632058	1	3.55498600147414e-47	2.79308472146949e-45	257
DIS3L2	-1.30529329100004	0.0905232780010048	-1.48271565564452	-1.12787092635557	1	3.90603335240286e-47	3.05700098650072e-45	258
SFPQ	-0.776576954698637	0.0539101639306264	-0.882238934403315	-0.670914974993959	1	4.81183059906984e-47	3.75137001762232e-45	259
SRGN	0.707935622130318	0.0492347431405033	0.611437298786851	0.804433945473785	1	7.0321579245696e-47	5.46128203126574e-45	260
WDFY3	1.39042219579689	0.0967138028694042	1.20086662536495	1.57997776622883	1	7.25024181244075e-47	5.60907596462849e-45	261
AKNA	-1.04437448361152	0.0727376084157949	-1.18693757642805	-0.901811390794984	1	9.47785582112302e-47	7.30446048626397e-45	262
TNRC6C-AS1	-1.19948855807954	0.0835847904964626	-1.36331173710794	-1.03566537905115	1	1.05680305489948e-46	8.1136757735857e-45	263
ARL8A	0.871276157744877	0.0607517081053008	0.752204997859197	0.990347317630557	1	1.20266146000448e-46	9.19853795470094e-45	264
EIF5B	-1.04997183336349	0.0732159299025122	-1.19347241906702	-0.906471247659952	1	1.21721080092019e-46	9.27468697818133e-45	265
HNRNPU	-0.670023217420858	0.0467677780210706	-0.761686377979121	-0.578360056862596	1	1.49252107058997e-46	1.13296937809596e-44	266
MKNK1	2.03118647740274	0.141789548758267	1.75328406845235	2.30908888635313	1	1.5193644022878e-46	1.14902644235938e-44	267
CNNM3	-1.13257125646925	0.0791914120078661	-1.28778357188954	-0.977358941048961	1	2.1355070683588e-46	1.60896114642914e-44	268
CDKN2C	1.72828905944106	0.120997997103398	1.49113734291691	1.9654407759652	1	2.76850735679984e-46	2.07813013191459e-44	269
MLLT6	-1.54513066045036	0.108199411106806	-1.75719760936814	-1.33306371153258	1	2.89940568237446e-46	2.16832590883352e-44	270
ELK4	-1.26059764833556	0.0882981967954189	-1.43365893395441	-1.0875363627167	1	3.06198337802386e-46	2.2814600874191e-44	271
ZSCAN18	-1.34530115296088	0.0945089859193124	-1.53053536157814	-1.16006694434363	1	5.58518099829221e-46	4.14617554108516e-44	272
TNIP1	-1.37058024947041	0.0963036381689017	-1.55933191186164	-1.18182858707919	1	5.8112176522625e-46	4.29817241151958e-44	273
SKIL	1.20603134637769	0.0850928691660561	1.03925238747104	1.37281030528434	1	1.34396516416348e-45	9.90414036306166e-44	274
SRRM2	-0.807046756144944	0.0570339475620986	-0.918831239262804	-0.695262273027085	1	1.85995284571508e-45	1.36567883129741e-43	275
HLA-DMA	-1.86820773240622	0.13243165379037	-2.12776900424842	-1.60864646056402	1	3.44105871787842e-45	2.51745860983337e-43	276
DENND2D	-1.08955517189129	0.0772963925292236	-1.24105331738344	-0.938057026399141	1	4.03003882226155e-45	2.93770916603268e-43	277
CCDC50	-1.08066086075724	0.0767040731394251	-1.23099808157804	-0.930323639936442	1	4.45675362947259e-45	3.23707803188167e-43	278
ALDH9A1	-0.934184179690697	0.0663575565270812	-1.06424260058586	-0.804125758795538	1	5.1829074998865e-45	3.75101319848416e-43	279
DFFA	-0.968643692764235	0.0688598786983437	-1.10360657499279	-0.833680810535684	1	6.06878397999032e-45	4.37646021871302e-43	280
TCF7	-1.65766100121498	0.118063011260641	-1.88906025119219	-1.42626175123778	1	8.81174536352612e-45	6.33191325196866e-43	281
SPCS3	1.24579721699185	0.088767150720302	1.07181679856982	1.41977763541388	1	9.59518761770555e-45	6.87042653818123e-43	282
CEACAM1	3.31489155549519	0.236246819982815	2.85185629686676	3.77792681412363	1	1.00047589137087e-44	7.13837780867863e-43	283
MCTP1	1.54436284455207	0.110122873932182	1.32852597777095	1.76019971133319	1	1.11172906032956e-44	7.90423703738538e-43	284
MRI1	-1.04816403109003	0.0747770220109737	-1.1947243011027	-0.901603761077365	1	1.2235746011874e-44	8.66891871830738e-43	285
WDR82	-0.919742883111712	0.0656695241001824	-1.04845278522995	-0.79103298099347	1	1.44002458996383e-44	1.01667750071852e-42	286
CDC42EP3	1.19907126180269	0.0857324587187214	1.03103873040793	1.36710379319745	1	1.89259064108352e-44	1.33153972908566e-42	287
BCL11A	-1.51261165146843	0.108219664707115	-1.72471829671337	-1.30050500622348	1	2.1466817904103e-44	1.50506245527656e-42	288
PIEZO1	-1.22692462108519	0.0879063015929049	-1.3992178062214	-1.05463143594898	1	2.84443808133859e-44	1.98736656534217e-42	289
GPATCH8	-0.806408137206206	0.0577824007224313	-0.919659561562433	-0.693156712849979	1	2.8943049117833e-44	2.01523464754236e-42	290
ZMYM3	-0.845668015488201	0.0606441135729667	-0.964528293965572	-0.72680773701083	1	3.38553265348726e-44	2.34161383283356e-42	291
EIF2S3	-0.872737181792977	0.0625853514995205	-0.995402216691817	-0.750072146894137	1	3.38624821309132e-44	2.34161383283356e-42	292
RNASEH1	-0.904591606288625	0.0648826793052223	-1.03175932094732	-0.777423891629927	1	3.52143939096732e-44	2.42678853864888e-42	293
SBF1	-0.913955518381915	0.0655895999324085	-1.04250877200983	-0.785402264754004	1	3.91159082107588e-44	2.68649121969946e-42	294
KLHDC4	-1.13175778610998	0.0812441334203661	-1.29099336156907	-0.972522210650896	1	4.14422133660626e-44	2.83661414334758e-42	295
MPHOSPH8	-0.701229340657784	0.0503396649690384	-0.799893270990912	-0.602565410324657	1	4.16609454016514e-44	2.84195205929103e-42	296
ARL11	1.18379791301826	0.0849986076539314	1.0172037032805	1.35039212275601	1	4.32622252127511e-44	2.94124865823525e-42	297
IPO9	-0.881994085522322	0.0634187507929994	-1.00629255302112	-0.757695618023522	1	5.70660550026483e-44	3.86670396850159e-42	298
ZNF573	-1.71167082163583	0.12316627777331	-1.95307229018137	-1.47026935309028	1	6.58350338000449e-44	4.44595653006858e-42	299
RNF144A	-1.22959523331569	0.0885113136761886	-1.40307422034535	-1.05611624628604	1	7.08735611734876e-44	4.77026315738354e-42	300
TMEM248	-0.70869453676982	0.0511178771741256	-0.808883734997249	-0.608505338542392	1	1.04780709129468e-43	7.02901022837947e-42	301
VAPA	0.837218290848647	0.0604671560488246	0.718704842745387	0.955731738951906	1	1.34804310043536e-43	9.01314115363935e-42	302
SEPT6	-1.41705258570633	0.102364723633016	-1.61768375731444	-1.21642141409822	1	1.39892375647e-43	9.32246484839676e-42	303
LANCL1	-1.33635409647435	0.0966527305200157	-1.52578996730103	-1.14691822564766	1	1.76774590492794e-43	1.17415543790477e-41	304
SGK1	-1.89625015813119	0.137162746130031	-2.16508420056666	-1.62741611569571	1	1.80565718077759e-43	1.19540425554955e-41	305
SLC22A4	1.76821135537381	0.128100577874	1.517138836342	2.01928387440561	1	2.4343088899497e-43	1.60632565705439e-41	306
MCM3AP	-0.598659141522528	0.0434211810188889	-0.683763092485744	-0.513555190559311	1	3.04089205186578e-43	2.00005512414573e-41	307
PPP1R3D	1.73765230331216	0.126451137571763	1.48981262786738	1.98549197875694	1	5.71267411449634e-43	3.7451401207763e-41	308
OLAH	3.84773144241136	0.280307447241226	3.2983389412202	4.39712394360253	1	7.01398944921957e-43	4.58338106662271e-41	309
SF1	-0.677661986850185	0.0493685553736591	-0.774422577351328	-0.580901396349042	1	7.03669451864265e-43	4.58338502323976e-41	310
LZIC	1.05767013698706	0.077067047870786	0.906621498765498	1.20871877520863	1	7.29026487892878e-43	4.73328065708456e-41	311
RUNX1-IT1	-1.32098791802506	0.0962623150902229	-1.50965858867034	-1.13231724737978	1	7.41518971053148e-43	4.79895867420037e-41	312
NOB1	-0.948777035501741	0.0692135508602444	-1.08443310242995	-0.813120968573531	1	9.09718638590332e-43	5.86870247617124e-41	313
CD47	-1.13213947446313	0.0827139701303872	-1.29425587693701	-0.970023071989247	1	1.20747646524551e-42	7.76476585548957e-41	314
TASP1	-0.92021734589938	0.0672628410838972	-1.05205009192166	-0.7883845998771	1	1.32017249397161e-42	8.46251523754751e-41	315
C3AR1	1.88149037476316	0.137662833783408	1.61167617853796	2.15130457098837	1	1.59016477198232e-42	1.0160951606287e-40	316
SELENOT	1.06824774867815	0.0781876146972257	0.915002839834494	1.22149265752181	1	1.69761607686569e-42	1.08133324366158e-40	317
MFNG	-1.04026953127745	0.0761559239790083	-1.18953239948568	-0.891006663069223	1	1.76631989958699e-42	1.12155759158681e-40	318
PIK3CB	0.929109356091349	0.0680580406281759	0.795718047601761	1.06250066458094	1	1.97167532760187e-42	1.24802721676918e-40	319
SNRNP70	-0.697627598789723	0.0511863047118987	-0.797950912526737	-0.597304285052708	1	2.68564007117642e-42	1.69463888491232e-40	320
SETD6	-0.916405595244359	0.0672655872168581	-1.04824372358834	-0.784567466900379	1	2.89554369443014e-42	1.82139620803531e-40	321
PRR5L	-1.71382241384694	0.125833361296065	-1.96045127004084	-1.46719355765303	1	3.05496018193891e-42	1.91570670787921e-40	322
CS	-0.712898434329858	0.0524206052821167	-0.815640932730597	-0.610155935929119	1	4.02716517396333e-42	2.51753929389064e-40	323
RNASE3	2.43031942716517	0.178831526006584	2.07981607689193	2.78082277743842	1	4.5911588243373e-42	2.86125552410552e-40	324
CTCF	-0.700680667831963	0.0515827768862881	-0.801781052751652	-0.599580282912273	1	5.00906456541938e-42	3.11209328322917e-40	325
LYRM7	-1.13393199619915	0.0835241747445791	-1.29763637053695	-0.970227621861343	1	5.55091299579718e-42	3.43816058929867e-40	326
NANS	0.951005344733794	0.0700879421600549	0.81363550234956	1.08837518711803	1	6.13645427418302e-42	3.78921359951998e-40	327
FBXO9	1.23852932324363	0.0913738944444103	1.05943978100543	1.41761886548184	1	7.4497390715103e-42	4.58613205280292e-40	328
RPL15	-0.91815424251306	0.0677424292936604	-1.05092696415389	-0.785381520872235	1	7.54308538294742e-42	4.629482676367e-40	329
PLP2	1.12816224863038	0.0832515151242551	0.964992277328452	1.29133221993231	1	7.78903440410356e-42	4.76594492992906e-40	330
CRTC3	-1.00337641982532	0.0740454441711784	-1.1485028236201	-0.858250016030537	1	7.83509207218108e-42	4.77964287376073e-40	331
GOLGA8A	-1.76230228469869	0.130075179890654	-2.01724495256694	-1.50735961683044	1	8.10462265835401e-42	4.92917291317723e-40	332
ENTPD1	1.12260641654573	0.0829534911185738	0.960020561561458	1.28519227152999	1	9.99155913384114e-42	6.05854540632193e-40	333
MAPRE2	-0.998420605346818	0.0738233229794694	-1.14311165960565	-0.853729551087989	1	1.1216369192714e-41	6.76960077378967e-40	334
NOL4L	-1.26329848717058	0.0934090949374979	-1.44637694907656	-1.08022002526461	1	1.12312611886863e-41	6.76960077378967e-40	335
HP1BP3	-0.789888775982897	0.0584073553725697	-0.904365088945366	-0.675412463020428	1	1.13191604449408e-41	6.80227641976916e-40	336
SNRPA1	-1.29585627683414	0.0959165069829612	-1.48384917604362	-1.10786337762465	1	1.3605307417092e-41	8.15188033726769e-40	337
MEN1	-1.01166100365701	0.0749326201724376	-1.15852624046221	-0.864795766851816	1	1.54388122631554e-41	9.22309163365782e-40	338
RRS1	-1.08373021664255	0.0802795545730789	-1.2410752523007	-0.926385180984399	1	1.57537667446084e-41	9.38348254003341e-40	339
DTX3	-0.933084729688287	0.0691280896054484	-1.06857329563502	-0.79759616374155	1	1.60875493496739e-41	9.55411166084161e-40	340
LDHA	1.83240396053485	0.135834493626353	1.56617324516896	2.09863467590074	1	1.79160623419966e-41	1.06088308155306e-39	341
LAX1	-1.05483194225433	0.0782287503222492	-1.20815747544152	-0.901506409067148	1	1.94434250624483e-41	1.14795800836537e-39	342
B3GNT5	2.0940926838792	0.155379297488168	1.78955485685925	2.39863051089914	1	2.12764201892239e-41	1.25251742408399e-39	343
BET1L	-0.737772573066781	0.0547615568289779	-0.845103252188921	-0.630441893944641	1	2.2718670896464e-41	1.33353314750407e-39	344
CYLD	-1.01081050319816	0.0752482093215241	-1.15829428336948	-0.863326723026843	1	3.8730288370814e-41	2.26678835589414e-39	345
ZNF91	-1.24852375838981	0.0929558545513203	-1.43071388546254	-1.06633363131708	1	3.96057927144988e-41	2.31132996095711e-39	346
NUP43	-0.895318763458202	0.0666686035130363	-1.02598682524333	-0.764650701673071	1	4.06741051956875e-41	2.36683438648796e-39	347
JAK1	-1.07713657555137	0.0802931673113537	-1.23450829168627	-0.919764859416464	1	4.93623193817279e-41	2.86414929010302e-39	348
PXK	1.07836209256984	0.0804051781018066	0.920770839319768	1.23595334581991	1	5.1710971073907e-41	2.99182787370868e-39	349
GRAMD1A	1.06040167483504	0.0791349947899606	0.905299935129948	1.21550341454012	1	6.05378921379492e-41	3.49251748014135e-39	350
LPXN	-1.18884714441359	0.0887223208175166	-1.36273969784073	-1.01495459098645	1	6.07572781164644e-41	3.49518791945199e-39	351
LDLRAP1	-1.55460548256499	0.116026136066361	-1.7820125305204	-1.32719843460958	1	6.14879832939137e-41	3.52717431440541e-39	352
PABPC4	-1.19678363927609	0.0894085363925477	-1.37202115051592	-1.02154612803626	1	7.34383003607868e-41	4.20075399684138e-39	353
ECI2	-1.27901268369372	0.0956587664001037	-1.46650042064346	-1.09152494674399	1	8.98439661112274e-41	5.1246592195421e-39	354
ANXA1	1.79473174554424	0.134303280450401	1.53150215285588	2.05796133823261	1	9.91051943802823e-41	5.63474612154447e-39	355
ECHDC2	-1.07640010096358	0.0805502041574307	-1.23427560005949	-0.918524601867663	1	9.93447711603522e-41	5.63474612154447e-39	356
CSF2RA	1.04934706242727	0.0785401666082668	0.895411164535288	1.20328296031925	1	1.02674521122123e-40	5.80729392296333e-39	357
RPS28	-0.928982379191942	0.0695508925281504	-1.06529962363973	-0.792665134744151	1	1.08008078513049e-40	6.09189698697065e-39	358
EIF4B	-1.12071627728696	0.0839941496451093	-1.28534178550344	-0.956090769070477	1	1.30483562631044e-40	7.33906433606138e-39	359
