Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate
Lycoming,11/17/2020,60,41.1,1464,113664,52.8,36.2,1288
Columbia,03/01/2020,0,,0,65456,0,,0
Columbia,03/02/2020,0,,0,65456,0,,0
Columbia,03/03/2020,0,,0,65456,0,,0
Columbia,03/04/2020,0,,0,65456,0,,0
Columbia,03/05/2020,0,,0,65456,0,,0
Columbia,03/06/2020,0,,0,65456,0,,0
Columbia,03/07/2020,0,,0,65456,0,,0
Columbia,03/08/2020,0,0,0,65456,0,0,0
Columbia,03/09/2020,0,0,0,65456,0,0,0
Columbia,03/10/2020,0,0,0,65456,0,0,0
Columbia,03/11/2020,0,0,0,65456,0,0,0
Columbia,03/12/2020,0,0,0,65456,0,0,0
Columbia,03/13/2020,0,0,0,65456,0,0,0
Columbia,03/14/2020,0,0,0,65456,0,0,0
Columbia,03/15/2020,0,0,0,65456,0,0,0
Columbia,03/16/2020,0,0,0,65456,0,0,0
Columbia,03/17/2020,0,0,0,65456,0,0,0
Columbia,03/18/2020,0,0,0,65456,0,0,0
Columbia,03/19/2020,0,0,0,65456,0,0,0
Columbia,03/20/2020,0,0,0,65456,0,0,0
Crawford,11/30/2020,88,62.9,2009,85063,103.5,73.9,2361.8
Fulton,08/25/2020,0,0.9,34,14523,0,5.9,234.1
Northumberland,11/20/2020,69,36.7,2185,91083,75.8,40.3,2398.9
Bucks,07/27/2020,47,41.3,6814,628195,7.5,6.6,1084.7
Delaware,09/17/2020,36,37.3,11107,564751,6.4,6.6,1966.7
Philadelphia,10/09/2020,267,183.9,34050,1584138,16.9,11.6,2149.4
Clinton,11/14/2020,8,8.4,398,38684,20.7,21.8,1028.8
Clarion,05/17/2020,0,0.1,25,38779,0,0.4,64.5
Bradford,04/26/2020,0,0.6,30,60833,0,0.9,49.3
Pennsylvania,10/18/2020,1170,1435.9,183721,12807060,9.1,11.2,1434.5
Cumberland,10/18/2020,25,22,2276,251423,9.9,8.8,905.2
Venango,08/12/2020,0,0.6,69,51266,0,1.1,134.6
York,07/13/2020,15,33.1,1878,448273,3.3,7.4,418.9
Mercer,11/26/2020,66,69.6,2682,110683,59.6,62.9,2423.1
Schuylkill,10/31/2020,34,43.6,2193,142067,23.9,30.7,1543.6
Centre,09/19/2020,27,90,1856,162805,16.6,55.3,1140
York,08/09/2020,19,34.9,2598,448273,4.2,7.8,579.6
Fayette,05/07/2020,0,0.4,91,130441,0,0.3,69.8
Bradford,04/30/2020,1,1.1,37,60833,1.6,1.9,60.8
Delaware,09/27/2020,22,38.6,11459,564751,3.9,6.8,2029
Philadelphia,07/23/2020,250,158.3,24581,1584138,15.8,10,1551.7
Bucks,06/06/2020,23,26,5345,628195,3.7,4.1,850.9
Pennsylvania,05/08/2020,1005,970.9,56838,12807060,7.8,7.6,443.8
Lackawanna,11/22/2020,43,56.4,4774,210793,20.4,26.8,2264.8
Fayette,10/14/2020,12,6.7,901,130441,9.2,5.1,690.7
Cameron,03/28/2020,0,0.1,1,4492,0,3.2,22.3
Berks,09/06/2020,31,36.6,6311,420152,7.4,8.7,1502.1
Snyder,11/09/2020,13,10.4,601,40540,32.1,25.7,1482.5
Lebanon,11/02/2020,57,51.3,3311,141314,40.3,36.3,2343
Fayette,08/19/2020,4,6.9,651,130441,3.1,5.3,499.1
Venango,08/07/2020,0,0.3,65,51266,0,0.6,126.8
Indiana,10/09/2020,10,11.4,860,84501,11.8,13.5,1017.7
Tioga,05/04/2020,0,0.3,16,40763,0,0.7,39.3
Clinton,09/27/2020,0,1,208,38684,0,2.6,537.7
Wyoming,05/26/2020,0,0.4,36,27046,0,1.6,133.1
Cambria,11/23/2020,177,169.4,3564,131730,134.4,128.6,2705.5
Bucks,05/06/2020,86,103,3784,628195,13.7,16.4,602.4
Franklin,11/03/2020,50,39.4,2472,154835,32.3,25.5,1596.5
Allegheny,09/24/2020,61,59,11999,1218452,5,4.8,984.8
Lackawanna,03/30/2020,13,9.1,79,210793,6.2,4.3,37.5
Beaver,11/19/2020,46,57.1,3152,164742,27.9,34.7,1913.3
Potter,06/20/2020,0,0,13,16622,0,0,78.2
Franklin,11/16/2020,97,71,3260,154835,62.6,45.9,2105.5
Fayette,09/08/2020,7,3,728,130441,5.4,2.3,558.1
Philadelphia,07/17/2020,157,130.7,23630,1584138,9.9,8.3,1491.7
Fayette,05/20/2020,0,0.7,99,130441,0,0.5,75.9
Lycoming,04/14/2020,0,2.6,34,113664,0,2.3,29.9
Dauphin,11/15/2020,97,90.1,6161,277097,35,32.5,2223.4
Indiana,10/18/2020,6,10.9,956,84501,7.1,12.8,1131.3
Cumberland,10/20/2020,13,18.6,2309,251423,5.2,7.4,918.4
Venango,10/17/2020,9,7,175,51266,17.6,13.7,341.4
Wayne,08/17/2020,1,0.4,165,51276,2,0.8,321.8
Luzerne,09/12/2020,5,9.9,3957,317646,1.6,3.1,1245.7
Pennsylvania,08/01/2020,648,872.9,113917,12807060,5.1,6.8,889.5
Sullivan,06/29/2020,0,0.3,5,6071,0,4.7,82.4
Clarion,08/09/2020,0,0.6,84,38779,0,1.5,216.6
Franklin,11/10/2020,32,46.1,2795,154835,20.7,29.8,1805.1
Bucks,10/10/2020,39,39.7,9342,628195,6.2,6.3,1487.1
Elk,09/07/2020,0,0.1,69,30169,0,0.5,228.7
Pennsylvania,07/10/2020,806,751.1,94904,12807060,6.3,5.9,741
Allegheny,08/01/2020,80,136.1,8291,1218452,6.6,11.2,680.5
Bradford,05/29/2020,1,0.3,48,60833,1.6,0.5,78.9
Snyder,05/18/2020,0,0,39,40540,0,0,96.2
Dauphin,11/25/2020,161,116.7,7344,277097,58.1,42.1,2650.3
Potter,04/03/2020,1,0.1,3,16622,6,0.9,18
Greene,08/24/2020,0,1,141,36506,0,2.7,386.2
Indiana,09/11/2020,15,10,530,84501,17.8,11.8,627.2
Chester,11/06/2020,116,76.1,8776,522046,22.2,14.6,1681.1
Chester,10/10/2020,33,37.3,7343,522046,6.3,7.1,1406.6
Blair,05/07/2020,0,1,32,122492,0,0.8,26.1
Jefferson,11/26/2020,23,24.3,699,43641,52.7,55.6,1601.7
Delaware,09/04/2020,44,43.6,10617,564751,7.8,7.7,1879.9
Cambria,10/29/2020,40,25.6,1171,131730,30.4,19.4,888.9
Allegheny,07/19/2020,178,202.3,6483,1218452,14.6,16.6,532.1
Bucks,10/02/2020,27,36.9,9038,628195,4.3,5.9,1438.7
Adams,04/25/2020,4,5.6,127,102811,3.9,5.4,123.5
Northampton,09/04/2020,11,6.6,4159,304807,3.6,2.2,1364.5
Warren,10/04/2020,0,0.3,45,39498,0,0.7,113.9
Delaware,07/21/2020,47,50.4,8042,564751,8.3,8.9,1424
Union,09/12/2020,1,3.4,428,44785,2.2,7.7,955.7
Bucks,06/01/2020,17,27.7,5191,628195,2.7,4.4,826.3
Juniata,07/07/2020,0,0.4,113,24704,0,1.7,457.4
Bucks,07/06/2020,37,28.3,6003,628195,5.9,4.5,955.6
Snyder,10/20/2020,4,3.1,463,40540,9.9,7.8,1142.1
Cumberland,03/27/2020,5,1.9,24,251423,2,0.7,9.5
Carbon,08/10/2020,0,1.1,372,64227,0,1.8,579.2
Philadelphia,04/26/2020,190,322.1,11475,1584138,12,20.3,724.4
Venango,04/09/2020,0,0.1,5,51266,0,0.3,9.8
Philadelphia,10/08/2020,236,165.4,33783,1584138,14.9,10.4,2132.6
Venango,06/28/2020,0,0.3,21,51266,0,0.6,41
Berks,09/13/2020,40,40.3,6593,420152,9.5,9.6,1569.2
Berks,10/09/2020,70,59.1,7726,420152,16.7,14.1,1838.9
Union,05/24/2020,1,1.7,54,44785,2.2,3.8,120.6
Allegheny,11/11/2020,389,305.1,18746,1218452,31.9,25,1538.5
York,05/13/2020,14,10.6,833,448273,3.1,2.4,185.8
Montgomery,11/27/2020,409,316.9,21467,828604,49.4,38.2,2590.7
Carbon,08/28/2020,0,0.9,419,64227,0,1.3,652.4
Union,09/01/2020,4,3.9,387,44785,8.9,8.6,864.1
Blair,04/16/2020,0,0.7,15,122492,0,0.6,12.2
Pike,03/31/2020,9,7.3,66,55933,16.1,13,118
York,11/27/2020,211,226.1,10817,448273,47.1,50.4,2413
Snyder,09/04/2020,5,2.6,180,40540,12.3,6.3,444
Berks,09/03/2020,37,33.3,6213,420152,8.8,7.9,1478.8
Union,07/23/2020,1,0.9,117,44785,2.2,1.9,261.2
Clearfield,03/25/2020,0,0.3,2,79388,0,0.4,2.5
York,07/29/2020,21,20.7,2247,448273,4.7,4.6,501.3
Allegheny,07/04/2020,121,139.7,3580,1218452,9.9,11.5,293.8
Pike,04/26/2020,3,6.4,366,55933,5.4,11.5,654.4
Pennsylvania,07/30/2020,998,927.3,112375,12807060,7.8,7.2,877.4
Lawrence,09/06/2020,1,1.7,476,86184,1.2,2,552.3
Delaware,03/18/2020,2,2.1,16,564751,0.4,0.4,2.8
Snyder,06/20/2020,0,0.3,63,40540,0,0.7,155.4
Forest,09/03/2020,0,0,14,7279,0,0,192.3
Philadelphia,08/04/2020,99,120.6,26200,1584138,6.2,7.6,1653.9
Allegheny,04/20/2020,17,26.1,1130,1218452,1.4,2.1,92.7
Snyder,10/15/2020,3,3.1,446,40540,7.4,7.8,1100.1
Union,04/02/2020,1,0.6,5,44785,2.2,1.3,11.2
Snyder,07/27/2020,3,1.1,93,40540,7.4,2.8,229.4
Philadelphia,10/18/2020,146,207.6,35802,1584138,9.2,13.1,2260
Mckean,05/07/2020,0,0,9,40968,0,0,22
Centre,09/21/2020,192,80.4,2081,162805,117.9,49.4,1278.2
Forest,09/17/2020,0,0,14,7279,0,0,192.3
Bucks,11/01/2020,73,76.4,10604,628195,11.6,12.2,1688
Venango,08/21/2020,0,0.3,71,51266,0,0.6,138.5
York,10/22/2020,74,61.6,6142,448273,16.5,13.7,1370.1
Jefferson,05/21/2020,0,0,9,43641,0,0,20.6
Philadelphia,08/01/2020,89,132.4,25878,1584138,5.6,8.4,1633.6
Schuylkill,11/04/2020,32,38,2345,142067,22.5,26.7,1650.6
Pennsylvania,07/20/2020,1036,886.9,103067,12807060,8.1,6.9,804.8
Northampton,11/12/2020,142,97.4,6613,304807,46.6,32,2169.6
Mercer,05/22/2020,1,1.7,105,110683,0.9,1.5,94.9
Allegheny,08/27/2020,69,52.7,10140,1218452,5.7,4.3,832.2
Washington,05/31/2020,1,0.3,143,207346,0.5,0.1,69
Elk,08/17/2020,0,1.1,62,30169,0,3.8,205.5
Jefferson,11/28/2020,25,27.9,760,43641,57.3,63.8,1741.5
Clarion,11/24/2020,23,32.6,805,38779,59.3,84,2075.9
Bucks,09/30/2020,37,38.1,8963,628195,5.9,6.1,1426.8
York,04/09/2020,36,24.9,304,448273,8,5.5,67.8
Snyder,03/30/2020,1,0.3,3,40540,2.5,0.7,7.4
Chester,09/11/2020,30,46.7,6168,522046,5.7,8.9,1181.5
Pennsylvania,09/26/2020,907,847.1,156945,12807060,7.1,6.6,1225.5
Allegheny,07/25/2020,113,147.6,7338,1218452,9.3,12.1,602.2
Wyoming,05/03/2020,1,1.1,28,27046,3.7,4.2,103.5
Bucks,07/16/2020,53,35.9,6334,628195,8.4,5.7,1008.3
Centre,10/28/2020,41,47.3,4182,162805,25.2,29,2568.7
Wyoming,04/11/2020,1,0.9,11,27046,3.7,3.2,40.7
York,05/16/2020,13,10.6,865,448273,2.9,2.4,193
Allegheny,08/16/2020,51,76.7,9522,1218452,4.2,6.3,781.5
Venango,07/06/2020,0,0.9,27,51266,0,1.7,52.7
Jefferson,11/25/2020,28,25.6,676,43641,64.2,58.6,1549
Allegheny,06/28/2020,101,65.7,2703,1218452,8.3,5.4,221.8
Pennsylvania,09/05/2020,657,835.1,139860,12807060,5.1,6.5,1092.1
Bucks,07/24/2020,48,46.1,6709,628195,7.6,7.3,1068
Northumberland,11/29/2020,35,54.1,2661,91083,38.4,59.4,2921.5
Carbon,09/11/2020,0,1,435,64227,0,1.6,677.3
Allegheny,10/24/2020,109,122.9,14939,1218452,8.9,10.1,1226.1
Bucks,08/14/2020,38,28.9,7425,628195,6,4.6,1182
Berks,10/07/2020,66,51.1,7574,420152,15.7,12.2,1802.7
Cambria,05/20/2020,1,1.4,56,131730,0.8,1.1,42.5
Venango,06/21/2020,0,0,19,51266,0,0,37.1
Warren,04/02/2020,0,0,1,39498,0,0,2.5
York,10/30/2020,88,74.9,6724,448273,19.6,16.7,1500
Berks,09/01/2020,35,31.1,6134,420152,8.3,7.4,1459.9
Jefferson,04/14/2020,0,0.1,2,43641,0,0.3,4.6
Lycoming,06/22/2020,0,0.1,173,113664,0,0.1,152.2
Pennsylvania,09/09/2020,564,737.6,142495,12807060,4.4,5.8,1112.6
Venango,10/10/2020,7,3.7,126,51266,13.7,7.2,245.8
Delaware,04/26/2020,58,125.9,3539,564751,10.3,22.3,626.6
Clearfield,05/07/2020,2,1.3,30,79388,2.5,1.6,37.8
Schuylkill,11/28/2020,75,96.3,4089,142067,52.8,67.8,2878.2
Armstrong,04/18/2020,2,1.4,38,65263,3.1,2.2,58.2
Franklin,11/17/2020,172,91,3432,154835,111.1,58.8,2216.6
Centre,10/15/2020,39,45.9,3652,162805,24,28.2,2243.2
Northumberland,11/24/2020,59,45.3,2370,91083,64.8,49.7,2602
Allegheny,11/01/2020,127,148,16046,1218452,10.4,12.1,1316.9
Bucks,06/24/2020,23,20,5710,628195,3.7,3.2,909
Northampton,04/26/2020,26,59.3,2011,304807,8.5,19.5,659.8
Warren,08/17/2020,0,0.1,23,39498,0,0.4,58.2
Elk,07/13/2020,2,0.9,36,30169,6.6,2.8,119.3
Cambria,11/29/2020,130,166.4,4552,131730,98.7,126.3,3455.6
Franklin,10/01/2020,8,7.1,1816,154835,5.2,4.6,1172.9
Delaware,09/30/2020,42,43.9,11616,564751,7.4,7.8,2056.8
Berks,09/05/2020,22,34.1,6280,420152,5.2,8.1,1494.7
Northampton,11/29/2020,101,150.9,9106,304807,33.1,49.5,2987.5
Cameron,10/05/2020,0,0,8,4492,0,0,178.1
Tioga,04/14/2020,0,0.4,13,40763,0,1.1,31.9
Montour,04/20/2020,0,0.6,46,18240,0,3.1,252.2
Butler,11/24/2020,208,115.9,4035,187888,110.7,61.7,2147.6
Delaware,07/09/2020,46,30,7534,564751,8.1,5.3,1334
Cameron,09/10/2020,0,0,8,4492,0,0,178.1
Allegheny,06/30/2020,111,84.3,2900,1218452,9.1,6.9,238
Allegheny,05/12/2020,26,20.4,1599,1218452,2.1,1.7,131.2
Pennsylvania,10/15/2020,1602,1391.7,179442,12807060,12.5,10.9,1401.1
Allegheny,10/14/2020,135,94.6,13686,1218452,11.1,7.8,1123.2
Bedford,07/12/2020,0,0.4,94,48176,0,0.9,195.1
York,11/25/2020,276,227.7,10436,448273,61.6,50.8,2328
Butler,11/20/2020,112,100.4,3540,187888,59.6,53.5,1884.1
York,09/18/2020,61,46.6,4452,448273,13.6,10.4,993.1
Clinton,09/26/2020,2,2.1,208,38684,5.2,5.5,537.7
Susquehanna,08/14/2020,1,0.9,219,40589,2.5,2.1,539.6
Allegheny,11/06/2020,286,191.9,17128,1218452,23.5,15.7,1405.7
Pennsylvania,05/10/2020,538,980.6,58666,12807060,4.2,7.7,458.1
Indiana,11/29/2020,28,52.3,2571,84501,33.1,61.9,3042.6
Chester,11/14/2020,165,135,9781,522046,31.6,25.9,1873.6
Snyder,05/06/2020,0,0,38,40540,0,0,93.7
Bucks,07/10/2020,33,30.4,6116,628195,5.3,4.8,973.6
Mckean,05/11/2020,2,0.3,11,40968,4.9,0.7,26.9
Bradford,07/27/2020,0,1,81,60833,0,1.6,133.2
Lehigh,11/15/2020,88,152.4,8726,368100,23.9,41.4,2370.6
York,06/26/2020,11,25,1442,448273,2.5,5.6,321.7
Bucks,10/01/2020,48,40.4,9011,628195,7.6,6.4,1434.4
Montgomery,04/08/2020,228,157.7,1930,828604,27.5,19,232.9
Huntingdon,04/09/2020,2,1,10,45168,4.4,2.2,22.1
Elk,08/21/2020,1,1,68,30169,3.3,3.3,225.4
York,11/14/2020,80,109.4,8069,448273,17.8,24.4,1800
Pennsylvania,08/20/2020,726,672.7,128137,12807060,5.7,5.3,1000.5
Venango,05/30/2020,0,0.1,11,51266,0,0.3,21.5
Lebanon,11/30/2020,50,75,5390,141314,35.4,53.1,3814.2
Lycoming,11/30/2020,40,63.6,2242,113664,35.2,55.9,1972.5
Sullivan,08/30/2020,0,0,10,6071,0,0,164.7
Franklin,11/18/2020,83,88.9,3515,154835,53.6,57.4,2270.2
Union,11/16/2020,17,25.6,1035,44785,38,57.1,2311
Philadelphia,10/04/2020,105,127.4,32969,1584138,6.6,8,2081.2
Centre,11/02/2020,28,32,4344,162805,17.2,19.7,2668.2
Franklin,10/02/2020,14,8.3,1830,154835,9,5.4,1181.9
Indiana,11/16/2020,31,46,1868,84501,36.7,54.4,2210.6
Union,10/29/2020,8,6,714,44785,17.9,13.4,1594.3
Northumberland,11/22/2020,25,47.7,2282,91083,27.4,52.4,2505.4
Wyoming,06/13/2020,0,0.1,38,27046,0,0.5,140.5
Fayette,11/25/2020,83,56.9,1952,130441,63.6,43.6,1496.5
Union,11/17/2020,10,25.4,1045,44785,22.3,56.8,2333.4
Beaver,06/08/2020,5,2.9,615,164742,3,1.7,373.3
Jefferson,11/13/2020,21,14.1,392,43641,48.1,32.4,898.2
Fayette,06/05/2020,0,0,100,130441,0,0,76.7
Pennsylvania,07/18/2020,730,821,101294,12807060,5.7,6.4,790.9
Snyder,08/25/2020,5,2.3,150,40540,12.3,5.6,370
Huntingdon,04/06/2020,1,0.6,5,45168,2.2,1.3,11.1
Clearfield,11/16/2020,43,40.7,914,79388,54.2,51.3,1151.3
Snyder,04/01/2020,0,0.4,4,40540,0,1.1,9.9
Pennsylvania,09/27/2020,674,863.3,157619,12807060,5.3,6.7,1230.7
York,10/12/2020,62,54,5552,448273,13.8,12,1238.5
York,04/25/2020,16,15.7,617,448273,3.6,3.5,137.6
Warren,09/16/2020,0,0.3,42,39498,0,0.7,106.3
Crawford,03/01/2020,0,,0,85063,0,,0
Crawford,03/02/2020,0,,0,85063,0,,0
Crawford,03/03/2020,0,,0,85063,0,,0
Crawford,03/04/2020,0,,0,85063,0,,0
Crawford,03/05/2020,0,,0,85063,0,,0
Crawford,03/06/2020,0,,0,85063,0,,0
Crawford,03/07/2020,0,,0,85063,0,,0
Crawford,03/08/2020,0,0,0,85063,0,0,0
Crawford,03/09/2020,0,0,0,85063,0,0,0
Crawford,03/10/2020,0,0,0,85063,0,0,0
Crawford,03/11/2020,0,0,0,85063,0,0,0
Crawford,03/12/2020,0,0,0,85063,0,0,0
Crawford,03/13/2020,0,0,0,85063,0,0,0
Crawford,03/14/2020,0,0,0,85063,0,0,0
Crawford,03/15/2020,0,0,0,85063,0,0,0
Crawford,03/16/2020,0,0,0,85063,0,0,0
Crawford,03/17/2020,0,0,0,85063,0,0,0
Crawford,03/18/2020,0,0,0,85063,0,0,0
Crawford,03/19/2020,0,0,0,85063,0,0,0
Pennsylvania,10/24/2020,1713,1749.3,194796,12807060,13.4,13.7,1521
Snyder,06/25/2020,0,0,63,40540,0,0,155.4
Crawford,03/20/2020,0,0,0,85063,0,0,0
Crawford,03/21/2020,0,0,0,85063,0,0,0
Crawford,03/22/2020,0,0,0,85063,0,0,0
Crawford,03/23/2020,0,0,0,85063,0,0,0
Crawford,03/24/2020,0,0,0,85063,0,0,0
Franklin,11/02/2020,71,35.1,2422,154835,45.9,22.7,1564.2
Sullivan,04/20/2020,0,0,1,6071,0,0,16.5
Berks,04/02/2020,34,22.3,227,420152,8.1,5.3,54
Union,09/02/2020,5,4.6,392,44785,11.2,10.2,875.3
Bucks,09/29/2020,48,39.9,8926,628195,7.6,6.3,1420.9
Delaware,09/22/2020,45,33.4,11266,564751,8,5.9,1994.9
Clearfield,11/27/2020,115,63.9,1594,79388,144.9,80.4,2007.9
Delaware,07/07/2020,40,28.3,7464,564751,7.1,5,1321.6
Armstrong,05/23/2020,0,0.1,59,65263,0,0.2,90.4
Fayette,03/21/2020,1,0.1,1,130441,0.8,0.1,0.8
Greene,05/12/2020,0,0,28,36506,0,0,76.7
York,06/23/2020,19,27.7,1403,448273,4.2,6.2,313
Allegheny,07/06/2020,216,175,4014,1218452,17.7,14.4,329.4
Wyoming,09/19/2020,0,0,74,27046,0,0,273.6
Venango,07/16/2020,1,2.4,50,51266,2,4.7,97.5
Venango,08/06/2020,0,0.3,65,51266,0,0.6,126.8
Huntingdon,05/07/2020,8,15.9,153,45168,17.7,35.1,338.7
Bradford,07/12/2020,0,0.3,65,60833,0,0.5,106.8
Greene,05/05/2020,0,0.1,28,36506,0,0.4,76.7
York,08/25/2020,37,32.3,3199,448273,8.3,7.2,713.6
Bucks,10/20/2020,41,41.9,9737,628195,6.5,6.7,1550
Pennsylvania,06/09/2020,423,492.1,76977,12807060,3.3,3.8,601.1
Pennsylvania,06/11/2020,679,522.3,78176,12807060,5.3,4.1,610.4
Berks,10/20/2020,86,82.4,8536,420152,20.5,19.6,2031.6
Pennsylvania,03/07/2020,2,,4,12807060,0,,0
Beaver,11/26/2020,128,90,3782,164742,77.7,54.6,2295.7
Delaware,06/02/2020,55,35.1,6589,564751,9.7,6.2,1166.7
Northumberland,11/23/2020,29,41.7,2311,91083,31.8,45.8,2537.2
Greene,04/18/2020,0,0.1,25,36506,0,0.4,68.5
York,05/23/2020,17,10.1,936,448273,3.8,2.3,208.8
Bucks,05/22/2020,54,54.9,4941,628195,8.6,8.7,786.5
Luzerne,03/24/2020,6,4.1,30,317646,1.9,1.3,9.4
Lebanon,11/24/2020,72,92,4937,141314,51,65.1,3493.6
Delaware,07/28/2020,63,76.1,8575,564751,11.2,13.5,1518.4
Union,07/31/2020,31,6.6,165,44785,69.2,14.7,368.4
Venango,09/27/2020,0,0.6,87,51266,0,1.1,169.7
Huntingdon,11/02/2020,36,22.4,1090,45168,79.7,49.7,2413.2
Northumberland,11/17/2020,34,33.1,2053,91083,37.3,36.4,2254
Fayette,09/02/2020,5,4.4,712,130441,3.8,3.4,545.8
Philadelphia,06/27/2020,81,112.4,21230,1584138,5.1,7.1,1340.2
Monroe,12/01/2020,108,71.3,3557,169507,63.7,42.1,2098.4
York,04/08/2020,15,22.7,268,448273,3.3,5.1,59.8
Cameron,03/30/2020,0,0.1,1,4492,0,3.2,22.3
Lackawanna,03/27/2020,18,6.9,54,210793,8.5,3.3,25.6
Carbon,08/19/2020,2,4.6,411,64227,3.1,7.1,639.9
Indiana,11/13/2020,43,42.4,1732,84501,50.9,50.2,2049.7
Crawford,11/22/2020,42,59,1510,85063,49.4,69.4,1775.2
Mifflin,05/20/2020,0,0.4,59,46222,0,0.9,127.6
Cumberland,04/26/2020,17,15.6,310,251423,6.8,6.2,123.3
Philadelphia,08/11/2020,165,130.4,27113,1584138,10.4,8.2,1711.5
Armstrong,12/01/2020,23,34.4,1870,65263,35.2,52.8,2865.3
Bucks,08/02/2020,29,43.6,7072,628195,4.6,6.9,1125.8
Clinton,11/20/2020,18,16.7,507,38684,46.5,43.2,1310.6
Jefferson,11/22/2020,31,22.3,596,43641,71,51.1,1365.7
Union,07/20/2020,1,1,114,44785,2.2,2.2,254.5
Luzerne,04/04/2020,95,93.6,755,317646,29.9,29.5,237.7
Washington,05/24/2020,0,0.9,141,207346,0,0.4,68
Snyder,09/14/2020,16,5.1,226,40540,39.5,12.7,557.5
Clearfield,11/05/2020,10,10.9,566,79388,12.6,13.7,713
Clinton,09/22/2020,0,3.4,201,38684,0,8.9,519.6
York,07/02/2020,16,20.1,1572,448273,3.6,4.5,350.7
Clarion,11/25/2020,61,37.6,866,38779,157.3,96.9,2233.2
Huntingdon,05/03/2020,1,4.7,59,45168,2.2,10.4,130.6
Warren,03/26/2020,0,0.1,1,39498,0,0.4,2.5
Northampton,09/05/2020,4,6.6,4163,304807,1.3,2.2,1365.8
Centre,09/23/2020,116,84,2245,162805,71.3,51.6,1379
Centre,11/30/2020,19,77.7,6412,162805,11.7,47.7,3938.5
Fayette,09/21/2020,2,3.6,780,130441,1.5,2.7,598
Allegheny,05/19/2020,28,20.1,1740,1218452,2.3,1.7,142.8
Luzerne,08/29/2020,7,11.7,3782,317646,2.2,3.7,1190.6
Centre,11/10/2020,54,57,4756,162805,33.2,35,2921.3
Beaver,03/18/2020,1,0.4,3,164742,0.6,0.3,1.8
Northampton,11/21/2020,167,145.3,7865,304807,54.8,47.7,2580.3
Carbon,10/20/2020,2,4.3,550,64227,3.1,6.7,856.3
Philadelphia,05/08/2020,243,233.1,14674,1584138,15.3,14.7,926.3
Crawford,11/21/2020,50,62.3,1468,85063,58.8,73.2,1725.8
Clearfield,04/24/2020,0,0.3,16,79388,0,0.4,20.2
Fayette,08/15/2020,10,18.4,631,130441,7.7,14.1,483.7
Wayne,09/17/2020,3,1.9,211,51276,5.9,3.6,411.5
Centre,11/04/2020,56,33,4413,162805,34.4,20.3,2710.6
Clearfield,03/30/2020,0,0.4,4,79388,0,0.5,5
Cameron,06/29/2020,0,0.1,3,4492,0,3.2,66.8
Delaware,06/04/2020,18,32.7,6641,564751,3.2,5.8,1175.9
Perry,05/17/2020,1,0.9,42,46139,2.2,1.9,91
Franklin,10/11/2020,7,9.1,1907,154835,4.5,5.9,1231.6
Sullivan,04/23/2020,0,0,1,6071,0,0,16.5
Fulton,07/19/2020,0,0,19,14523,0,0,130.8
Erie,03/21/2020,2,0.4,3,272061,0.7,0.2,1.1
Pennsylvania,09/04/2020,946,838.9,139203,12807060,7.4,6.5,1086.9
Armstrong,06/23/2020,0,0.3,70,65263,0,0.4,107.3
Fayette,11/23/2020,74,52.3,1798,130441,56.7,40.1,1378.4
Allegheny,07/11/2020,193,200.6,4984,1218452,15.8,16.5,409
Delaware,10/07/2020,47,46.9,11944,564751,8.3,8.3,2114.9
Columbia,04/19/2020,6,12.7,210,65456,9.2,19.4,320.8
Pennsylvania,09/19/2020,677,838.1,151015,12807060,5.3,6.5,1179.2
Sullivan,05/01/2020,0,0,1,6071,0,0,16.5
Northumberland,04/01/2020,2,1.3,9,91083,2.2,1.4,9.9
Luzerne,09/25/2020,16,11.3,4103,317646,5,3.6,1291.7
Chester,10/16/2020,41,40,7590,522046,7.9,7.7,1453.9
Philadelphia,07/06/2020,168,118,22246,1584138,10.6,7.4,1404.3
Bucks,11/27/2020,434,336.7,17190,628195,69.1,53.6,2736.4
Crawford,05/09/2020,0,0.1,23,85063,0,0.2,27
Berks,09/28/2020,49,33.9,7148,420152,11.7,8.1,1701.3
Union,08/15/2020,7,9,293,44785,15.6,20.1,654.2
Mckean,11/28/2020,11,13.4,468,40968,26.9,32.8,1142.4
York,06/28/2020,18,17.1,1472,448273,4,3.8,328.4
Philadelphia,05/27/2020,124,150.6,17772,1584138,7.8,9.5,1121.9
Montour,11/28/2020,10,7.1,461,18240,54.8,39.2,2527.4
Franklin,10/05/2020,13,8.1,1856,154835,8.4,5.3,1198.7
Snyder,08/09/2020,2,1.3,109,40540,4.9,3.2,268.9
Franklin,10/29/2020,49,26.9,2273,154835,31.6,17.3,1468
Sullivan,07/12/2020,0,0,10,6071,0,0,164.7
Westmoreland,11/14/2020,184,146,6102,350611,52.5,41.6,1740.4
Pennsylvania,05/07/2020,1288,1015.6,55833,12807060,10.1,7.9,436
Clearfield,11/07/2020,11,13,596,79388,13.9,16.4,750.7
Armstrong,03/26/2020,0,0.1,1,65263,0,0.2,1.5
Schuylkill,11/07/2020,28,37.4,2455,142067,19.7,26.3,1728.1
Snyder,08/01/2020,2,1.3,99,40540,4.9,3.2,244.2
Philadelphia,04/23/2020,391,332.6,10623,1584138,24.7,21,670.6
