Gene	count_DF_927_1_GFP_tdt	count_DF_927_1_GFP	count_DF_980_3_GFP_tdt	count_DF_980_3_GFP
Atp2a2	27442	31194	27105	22168
Atp2a3	5025	8684	6538	6547
Atp2b1	14107	8891	6627	7651
Atp2b2	7	3	1	2
Atp2b3	1	1	4	6
Atp2b4	849	821	171	118
Atp2c1	7753	6251	5328	6656
Atp2c2	265	354	447	690
Atp4a	5	2	5	5
Atp4b	2	0	0	0
Atp5a1	52194	58500	87684	84551
Atp5b	65782	60376	105665	93822
Atp5c1	12467	11274	25050	22528
Atp5d	15161	16394	26481	23698
Atp5e	9210	4492	21587	21022
Atp5f1	18618	16779	36584	29757
Atp5g1	4326	3064	8032	6777
Atp5g2	7021	6491	12472	12796
Atp5g3	15943	13654	28515	20591
Atp5h	8617	6109	17545	16104
Atp5j	5926	3403	8241	8220
Atp5j2	7346	5344	15651	14691
Atp5k	3692	2316	7285	5543
Atp5l	8666	6134	18915	15372
Atp5o	10936	10185	24581	20171
Atp5s	499	268	425	606
Atp5sl	1330	1096	1134	1148
Atp6ap1	12942	11033	12645	11891
Atp6ap1l	1	0	9	0
Atp6ap2	7313	5532	7628	7847
Atp6v0a1	10393	10306	11978	12199
Atp6v0a2	3695	3079	3491	3401
Atp6v0a4	719	782	5484	2016
Atp6v0b	10271	9134	19466	23868
Atp6v0c	1	0	1	0
Atp6v0c-ps2	0	0	0	0
Atp6v0d1	8975	9976	18797	17529
Atp6v0d2	298	218	144	181
Atp6v0e	4784	3138	7217	6792
Atp6v0e2	1287	991	1125	974
Atp6v1a	22398	18421	21463	25715
Atp6v1b1	2	0	4	1
Atp6v1b2	13737	14599	21819	25443
Atp6v1c1	2934	1810	3818	3918
Atp6v1c2	11028	13446	14732	26185
Atp6v1d	4220	2770	5307	5758
Atp6v1e1	7500	5876	12488	12260
Atp6v1e2	1	0	0	0
Atp6v1f	5110	3385	7671	7661
Atp6v1g1	12665	11113	34218	30252
Atp6v1g2	194	194	124	178
Atp6v1g3	30	20	241	99
Atp6v1h	4629	3615	7030	6946
Atp7a	4469	4370	4198	3055
Atp7b	4524	5724	6153	9163
Atp8a1	43519	41371	47271	48361
Atp8a2	7	10	6	10
Atp8b1	1162	1732	2605	2412
Atp8b2	1521	1298	988	1013
Atp8b3	3	7	0	9
Atp8b4	12	16	5	27
Atp8b5	40	19	20	19
Atp9a	8125	7160	9484	13526
Atp9b	4789	3562	3826	4390
Atpaf1	995	698	1303	1657
Atpaf2	1256	1045	1159	1525
Atpif1	4031	2925	6557	6008
Atr	2235	1478	1661	1926
Atraid	3004	2413	4006	3714
Atrip	807	491	780	852
Atrn	5776	3862	2863	3040
Atrnl1	7637	5206	4184	4750
Atrx	15513	8842	9675	8683
Atxn1	3753	1937	1791	1362
Atxn10	14070	13024	18450	17590
Atxn1l	5142	3115	2454	2480
Atxn2	4564	3900	2567	2689
Atxn2l	9705	7928	7266	8797
Atxn3	2047	1361	1276	1259
Atxn7	3471	2306	1891	2249
Atxn7l1	938	968	1172	1018
Atxn7l1os2	20	6	12	7
Atxn7l2	500	438	345	514
Atxn7l3	4810	3573	3725	4133
Atxn7l3b	14632	11138	11824	11797
Auh	1374	976	1871	2231
Aunip	31	25	67	19
Aup1	7928	9148	11192	11583
Aurka	161	155	303	158
Aurkaip1	2818	2395	4869	4922
Aurkb	101	139	217	93
Aurkc	3	0	0	2
Auts2	403	523	345	535
Aven	721	648	1018	1035
Avil	28	25	37	31
Avl9	4356	3800	3548	3995
Avp	2	0	1	4
Avpi1	4045	4248	9158	9210
Avpr1a	2	2	3	5
Avpr1b	0	0	0	0
Avpr2	1	1	2	4
Awat1	2	2	4	18
Awat2	22	27	37	73
Axin1	4451	4043	3425	4565
Axin2	2488	2619	1162	2136
Axl	357	361	278	384
Aym1	0	0	0	0
Azgp1	22	18	52	19
Azi2	4921	3882	4944	5396
Azin1	5989	3846	8956	7785
Azin2	3900	4019	4150	6773
B020004C17Rik	0	0	0	0
B020004J07Rik	0	0	0	0
B020014A21Rik	0	0	0	0
B020018J22Rik	0	0	0	0
B020031M17Rik	0	0	0	0
B130006D01Rik	10	8	10	21
B130024G19Rik	42	26	14	44
B130034C11Rik	40	42	23	67
B230110G15Rik	0	0	0	0
B230112J18Rik	0	0	0	0
B230118H07Rik	697	495	813	1069
B230119M05Rik	0	0	0	0
B230206H07Rik	119	13	10	20
B230208H11Rik	720	182	214	333
B230209E15Rik	0	0	0	0
B230214G05Rik	0	0	0	0
B230216N24Rik	14	1	15	7
B230217C12Rik	4	6	15	3
B230217O12Rik	57	49	26	35
B230219D22Rik	9361	6013	6382	6238
B230307C23Rik	176	81	221	193
B230312C02Rik	0	1	0	0
B230319C09Rik	10	6	19	10
B230323A14Rik	0	0	0	0
B230354K17Rik	719	490	403	473
B2m	10491	9381	8428	11839
B330016D10Rik	613	390	364	512
B3galnt1	207	68	93	57
B3galnt2	3235	2354	3441	4101
B3galt1	3	6	0	2
B3galt2	5	3	13	5
B3galt4	461	386	458	549
B3galt5	6	8	1	12
B3galt6	543	457	695	805
B3gat1	0	0	0	0
B3gat2	56	15	47	67
B3gat3	3369	3154	4499	6105
B3glct	1403	1173	758	1077
B3gnt2	4954	3076	3621	5196
B3gnt3	38	19	27	44
B3gnt4	21	11	4	12
B3gnt5	922	523	868	599
B3gnt6	1	3	21	7
B3gnt7	123	49	65	47
B3gnt8	82	65	79	98
B3gnt9	89	87	76	118
B3gntl1	360	143	249	233
B430010I23Rik	24	22	30	54
B430212C06Rik	31	7	18	11
B430306N03Rik	11	8	2	3
B430319G15Rik	129	78	74	114
B4galnt1	1394	2224	1815	1993
B4galnt2	72	56	119	118
B4galnt3	34	22	32	26
B4galnt4	14	1	6	5
B4galt1	8473	9606	8025	6680
B4galt2	610	593	847	1275
B4galt3	2570	2085	2369	2853
B4galt4	1141	892	1283	1487
B4galt5	1022	791	607	628
B4galt6	25	24	11	12
B4galt7	687	607	658	864
B4gat1	2090	1270	1413	1771
B630005N14Rik	2596	1210	1476	1293
B630019K06Rik	486	378	287	364
B830017H08Rik	1	0	2	3
B930018H19Rik	18	14	16	21
B930025P03Rik	0	0	0	4
B930041F14Rik	141	199	117	164
B930059L03Rik	19	24	12	26
B930092H01Rik	0	1	0	0
B9d1	389	259	658	477
B9d2	629	468	655	750
BB014433	0	0	0	0
BB019430	1	0	0	2
BB031773	0	0	0	0
BB123696	0	2	2	0
BB283400	12	7	4	4
BB287469	0	0	0	0
BB557941	3	0	4	1
BC002163	186	100	266	237
BC003331	1736	1060	1691	1601
BC003965	1443	803	1452	1823
BC004004	4404	4794	6410	7464
BC005537	9180	8280	5548	7253
BC005561	1209	597	760	820
BC005624	1983	1479	1889	2450
BC006965	8	6	1	6
BC016548	1	6	5	17
BC016579	22	10	21	11
BC017158	1154	1048	1017	1656
BC017643	1179	714	910	916
BC018473	3	0	0	0
BC020402	220	186	142	191
BC021614	460	579	500	1034
BC021767	321	130	97	121
BC021785	8	10	9	15
BC021891	689	696	473	879
BC022687	4018	1067	1956	1332
BC023829	1153	845	1308	1373
BC024139	18	1	18	4
BC024386	4	3	12	3
BC024978	444	373	450	402
BC025920	73	42	33	68
BC026585	978	925	1417	1688
BC027072	7	0	13	3
BC027231	1030	829	1161	1202
BC028528	27	27	18	22
BC029214	2070	1221	1704	2289
BC029722	786	863	888	1037
BC030336	2058	1338	1502	1454
BC030499	23	7	11	8
BC030500	0	0	0	0
BC030867	29	28	75	53
BC030870	523	104	131	123
BC031181	3921	2494	5712	6212
BC031361	232	177	142	256
BC035044	25	16	14	10
BC037032	21	13	9	34
BC037034	1141	857	969	963
BC037156	0	0	0	0
BC037704	138	68	70	110
BC039771	73	101	49	81
BC039966	0	0	0	0
BC042761	1	1	2	5
BC046251	1	0	0	0
BC048403	1566	1918	1112	1264
BC048502	0	0	0	0
BC048507	1	0	1	0
BC048546	18	45	66	49
BC048562	1	0	0	0
BC048602	0	0	0	0
BC048609	3	0	1	3
BC048644	0	0	0	0
BC048671	0	0	0	0
BC048679	2	0	0	0
BC049352	1	0	2	2
BC049715	5	11	6	8
BC049730	0	0	1	1
BC049762	21	18	18	32
BC051019	57	20	26	26
BC051142	15	7	11	6
BC051226	85	90	125	199
BC051537	0	0	0	3
BC051628	17	18	38	36
BC051665	0	0	0	0
BC052040	209	147	219	270
BC052688	1	0	0	1
BC053393	0	0	0	0
BC055111	1	0	0	2
BC055324	156	113	163	170
BC055402	1	0	0	0
BC061195	0	0	0	0
BC061212	0	0	0	0
BC061237	0	0	0	0
BC064078	540	459	445	462
BC065397	66	47	38	95
BC068281	256	227	263	225
BC080695	0	0	0	0
BC089491	1	1	0	0
BC089597	9	5	8	28
BC094916	1	0	0	0
BC100451	70	23	29	23
BC100530	69	79	108	147
BC107364	12	5	8	0
BC117090	4	10	26	34
BC147527	0	3	0	0
Baalc	5	4	9	0
Baat	3	7	4	3
Babam1	3303	3095	4537	4486
Bace1	2500	2006	1434	1773
Bace2	61	40	28	26
Bach1	5114	5003	3780	4190
Bach2	1002	1179	574	617
Bach2os	6	4	2	6
Bad	1869	1491	3372	3510
Bag1	12258	9237	15304	19079
Bag2	859	682	1163	971
Bag3	2720	3392	3321	2843
Bag4	1529	1548	1284	1696
Bag5	1710	1353	1505	1798
Bag6	15025	14614	12524	13522
Bahcc1	3491	3517	1725	2311
Bahd1	2794	2940	2367	2441
Baiap2	4939	4457	6377	7752
Baiap2l1	4201	4446	4686	6025
Baiap2l2	37	45	28	16
Baiap3	483	540	457	1085
Bak1	3069	2572	4004	2721
Bambi	1431	1438	3241	4652
Bambi-ps1	10	1	18	76
Banf1	3195	1894	3785	4468
Banf2	0	0	0	0
Bank1	4	7	6	16
Banp	1000	759	1291	1429
Bap1	4139	3459	4473	4792
Bard1	71	48	61	46
Barhl1	5	0	1	5
Barhl2	1	0	0	0
Barx1	0	0	0	1
Barx2	8	7	4	5
Basp1	237	241	1314	304
Batf	2090	832	883	867
Batf2	3	6	3	4
Batf3	24	18	270	23
Bax	10225	6270	12263	12712
Baz1a	1717	1383	1677	1610
Baz1b	7538	7102	6344	7816
Baz2a	6882	6263	4154	4393
Baz2b	4266	3050	2416	3339
Bbc3	2626	2160	2236	3736
Bbip1	1670	969	1696	1489
Bbox1	0	2	2	4
Bbs1	604	644	304	450
Bbs10	184	128	153	197
Bbs12	295	136	220	305
Bbs2	818	781	602	976
Bbs4	596	371	392	677
Bbs5	359	196	301	405
Bbs7	491	384	378	427
Bbs9	808	672	493	702
Bbx	3352	2009	1631	1848
Bc1	5	1	2	3
Bcam	100497	49866	66825	55820
Bcan	5	2	1	4
Bcap29	1958	1499	2925	2024
Bcap31	11086	7689	14997	13489
Bcar1	3164	2838	2449	2663
Bcar3	2410	630	733	829
Bcas1	16	14	9	8
Bcas1os2	0	0	0	0
Bcas2	3341	2283	3681	3884
Bcas3	1347	1453	1001	1172
Bcas3os1	10	1	3	11
Bcas3os2	35	47	50	156
Bcat1	2	1	1	0
Bcat2	2162	1685	3143	3464
Bccip	3019	2252	4310	4548
Bcdin3d	316	178	334	439
Bche	52	41	38	43
Bckdha	4669	4983	5515	7765
Bckdhb	587	420	832	1104
Bckdk	3447	3745	4747	4579
Bcl10	2831	1639	2825	2073
Bcl11a	220	169	77	110
Bcl11b	227	304	167	358
Bcl2	296	282	184	172
Bcl2a1a	155	227	342	532
Bcl2a1b	843	994	4067	4949
Bcl2a1c	9	13	15	26
Bcl2a1d	97	90	308	310
Bcl2l1	8944	7961	14842	9864
Bcl2l10	2	0	3	8
Bcl2l11	1829	1362	1125	1250
Bcl2l12	499	370	404	509
Bcl2l13	3617	3407	3728	3966
Bcl2l14	811	1079	1000	988
Bcl2l15	27	37	108	123
Bcl2l2	4635	2825	3165	3733
Bcl3	2099	2947	3188	1742
Bcl6	2316	3238	2067	2410
Bcl6b	312	291	153	160
Bcl7a	2139	1520	1091	1596
Bcl7b	2341	1806	2043	2619
Bcl7c	1412	1087	1386	1858
Bcl9	2786	2735	1363	2100
Bcl9l	7471	7081	3401	3772
Bclaf1	9182	5775	6908	6565
Bco1	6	5	14	2
Bco2	9	13	7	15
Bcor	5579	5672	2871	3679
Bcorl1	998	829	571	652
Bcr	8185	8507	8464	6427
Bcs1l	523	408	705	794
Bdh1	161	54	89	86
Bdh2	197	180	268	436
Bdkrb1	3	0	13	0
Bdkrb2	31	56	39	21
Bdnf	936	70	79	66
Bdp1	3086	2078	1997	2006
Bean1	6	15	21	1
Becn1	5001	3260	4317	5332
Becn2	0	0	2	0
Begain	84	42	23	24
Bend3	986	1048	874	831
Bend4	1849	968	1117	787
Bend5	409	325	217	321
Bend6	0	4	3	2
Bend7	10193	7031	7825	7049
Best1	7	6	9	13
Best2	8	1	4	7
Best3	4	3	4	9
Bet1	1620	924	1646	1684
Bet1l	1760	1167	1913	2444
Bex1	1282	1347	2090	3226
Bex2	22946	28097	31148	71996
Bex4	10800	9095	13953	28366
Bex6	0	0	0	0
Bfar	1848	1244	1377	1434
Bfsp1	492	636	486	337
Bfsp2	1	0	1	0
Bglap	3	1	0	0
Bglap2	0	0	0	2
Bglap3	3	0	4	3
Bgn	1571	3222	2708	2513
Bhlha15	182	214	239	232
Bhlha9	1	0	0	1
Bhlhb9	2565	1758	2022	1895
Bhlhe22	5	11	6	8
Bhlhe23	0	0	0	0
Bhlhe40	6395	7902	6894	6874
Bhlhe41	468	665	224	588
Bhmt	72	75	119	83
Bhmt2	10	2	14	4
Bicc1	1579	2379	2677	1699
Bicd1	493	171	225	184
Bicd2	4917	2416	2576	2671
Bid	334	132	268	182
Bik	1825	1028	1224	1617
Bin1	1353	1064	1427	1542
Bin2	80	93	40	74
Bin3	1626	1469	1997	2097
Birc2	2100	1126	1633	1930
Birc3	7503	7391	4901	5973
Birc5	112	149	381	132
Birc6	10760	10358	7737	9416
Birc7	0	0	0	0
Bivm	1015	689	905	1070
Blcap	5453	4570	4628	4826
Blk	14	7	11	5
Blm	394	340	335	245
Blmh	2856	2492	4177	3919
Blnk	40	45	23	53
Bloc1s1	2738	1642	4378	4246
Bloc1s2	2176	1277	3088	2851
Bloc1s3	854	547	863	961
Bloc1s4	703	473	632	981
Bloc1s5	682	594	822	1138
Bloc1s6	1845	1552	1626	2122
Bloodlinc	0	0	0	1
Blvra	881	566	1369	1257
Blvrb	1887	1983	3595	5205
Blzf1	1981	1225	1816	1695
Bmf	15626	20371	7806	9995
Bmi1	4836	3798	4104	4940
Bmp1	24962	22387	25403	27835
Bmp10	0	0	0	0
Bmp15	8	3	1	8
Bmp2	702	978	995	1720
Bmp2k	1115	888	680	820
Bmp3	882	1255	725	1788
Bmp4	6091	2738	5478	3647
Bmp5	2731	2534	3214	3285
Bmp6	101	75	61	84
Bmp7	65	75	44	70
Bmp8a	36	37	35	33
Bmp8b	237	29	20	16
Bmper	111	192	233	307
Bmpr1a	10785	7763	6919	7852
Bmpr1b	190	180	216	138
Bmpr2	10272	7791	5938	4408
Bms1	4270	3002	3180	3430
Bmx	27	34	17	11
Bmyc	695	608	630	770
Bnc1	7	3	2	0
Bnc2	6	11	11	10
Bnip1	906	676	1393	1291
Bnip2	6822	3097	4791	4112
Bnip3	4309	4165	6163	6764
Bnip3l	9960	7385	8049	8670
Bnipl	443	490	670	852
Boc	229	322	201	302
Bod1	2807	2029	3481	3867
Bod1l	3965	2380	2003	2094
Bok	164	112	623	239
Bola1	770	738	1369	2034
Bola2	1170	604	1782	2000
Bola3	1399	1259	2288	2387
Boll	3	5	6	11
Bop1	2622	2342	3338	3208
Bora	363	205	259	228
Borg	8	0	1	0
Bpgm	2592	2466	3054	3843
Bphl	1505	1560	1930	2717
Bpi	0	0	0	0
Bpifa1	0	0	0	0
Bpifa2	0	0	0	0
Bpifa3	0	0	0	0
Bpifa5	0	0	0	0
Bpifa6	0	0	0	0
Bpifb1	5	18	21	9
Bpifb2	2	0	0	0
Bpifb3	0	0	0	0
Bpifb4	0	0	0	0
Bpifb5	1331	2302	1019	1676
Bpifb6	0	0	0	0
Bpifb9a	0	0	0	0
Bpifb9b	0	0	0	0
Bpifc	0	0	0	3
Bpnt1	2301	1883	2935	2700
Bptf	10595	7944	5715	6136
Braf	5129	2848	2666	2293
Brap	4011	3293	2907	3422
Brat1	849	961	752	1030
Brca1	138	138	161	83
Brca2	411	252	211	253
Brcc3	1879	1078	1888	1837
Brd1	7995	6561	4424	5368
Brd2	21573	18798	18857	25763
Brd3	5856	4607	2885	3450
Brd4	8206	8279	4691	4625
Brd7	15549	14334	16960	19371
Brd8	4224	2935	3299	4384
Brd9	1902	1240	1435	2016
Brdt	170	122	111	139
Bre	2329	1967	1839	1570
Brf1	3005	1888	2376	3003
Brf2	478	331	463	531
Bri3	11811	11071	12881	23315
Bri3bp	1223	1081	1299	1422
Bricd5	0	0	0	0
Brinp1	38	108	89	83
Brinp2	6	1	0	2
Brinp3	0	1	0	0
Brip1	128	112	133	85
Brip1os	3090	2408	2988	3002
Brix1	2489	1678	2871	2852
Brk1	5922	4400	8213	8884
Brms1	1879	1552	2325	3049
Brms1l	1943	1102	1767	1498
Brox	4919	3328	4135	3952
Brpf1	2984	2429	2119	2643
Brpf3	4177	4442	3138	4319
Brs3	0	0	0	0
Brsk1	354	95	79	104
Brsk2	9	1	1	4
Brwd1	4663	2900	3212	4222
Brwd3	1970	1663	1513	1493
Bscl2	3252	3995	4256	4980
Bsdc1	3070	2698	2774	3291
Bsg	73163	54186	84192	74224
Bsn	19	9	4	9
Bsnd	0	0	0	0
Bsph1	0	0	0	0
Bsph2	0	0	0	0
Bspry	4024	5010	5962	7030
Bst1	170	82	75	87
Bst2	1463	779	1275	1400
Bsx	0	0	0	0
Btaf1	8343	4304	4756	4340
Btbd1	7240	6338	6184	7509
Btbd10	1280	793	1012	1078
Btbd11	64	46	56	26
Btbd16	5	3	4	3
Btbd17	8	13	23	9
Btbd18	26	9	6	11
Btbd19	74	64	102	113
Btbd2	3016	3185	2618	3694
Btbd3	3117	2370	1928	2253
Btbd6	1311	992	1143	1503
Btbd7	3719	3061	1889	2128
Btbd8	38	27	15	41
Btbd9	1956	1681	1854	1781
Btc	332	357	524	342
Btd	998	807	1035	1352
Btf3	16925	12392	28438	29696
Btf3l4	3043	2400	3118	3093
Btg1	15318	17052	14007	15535
Btg1-ps1	0	0	0	0
Btg1-ps2	0	0	0	0
Btg2	17506	12949	15367	21228
Btg3	559	388	2132	1752
Btg4	0	0	0	0
Btk	23	18	10	33
Btla	25	10	4	15
Btn1a1	0	1	0	5
Btn2a2	1	6	2	16
Btnl1	0	0	0	0
Btnl10	0	0	3	0
Btnl2	5	8	4	4
Btnl4	0	0	0	0
Btnl5-ps	0	0	0	0
Btnl6	0	0	0	4
Btnl9	3	2	2	5
Btrc	1428	1012	985	1493
Bub1	165	189	377	281
Bub1b	372	501	645	415
Bub3	4463	3441	6080	5810
Bud13	908	796	662	849
Bud31	2073	1703	3671	3260
Bves	46	9	4	1
Bvht	44	25	12	35
Bysl	1491	1346	1986	1564
Bzrap1	53	32	14	39
Bzw1	15565	11202	16878	15005
Bzw2	1688	1394	2118	2105
C030006K11Rik	932	1083	1028	1309
C030007H22Rik	0	0	0	0
C030013C21Rik	59	22	24	22
C030013G03Rik	0	0	0	1
C030016D13Rik	2	5	3	7
C030018K13Rik	0	0	0	0
C030023E24Rik	0	0	0	2
C030029H02Rik	1	0	0	0
C030034I22Rik	199	103	161	287
C030034L19Rik	4	4	7	6
C030037D09Rik	35	27	20	30
C030039L03Rik	41	37	79	91
C130021I20Rik	0	0	0	1
C130026I21Rik	12	6	30	18
C130026L21Rik	0	0	0	0
C130030K03Rik	2	0	0	0
C130036L24Rik	87	69	98	132
C130046K22Rik	529	446	414	672
C130050O18Rik	26	20	16	26
C130060C02Rik	4	3	2	1
C130060K24Rik	9	1	2	0
C130071C03Rik	0	0	0	0
C130074G19Rik	527	698	719	474
C130079G13Rik	0	0	0	0
C130080G10Rik	0	1	0	0
C130083M11Rik	91	56	123	79
C1d	1834	1049	2447	2212
C1galt1	2191	2055	2613	2346
C1galt1c1	1846	1427	5054	4427
C1qa	50	49	63	107
C1qb	60	57	33	71
C1qbp	3121	3255	5044	5429
C1qc	50	49	34	55
C1ql1	4	4	6	1
C1ql2	0	5	3	32
C1ql3	6	3	0	2
C1ql4	0	1	0	0
C1qtnf1	60	74	78	46
C1qtnf2	42	48	44	38
C1qtnf3	5	5	16	5
C1qtnf4	397	407	573	870
C1qtnf5	0	0	0	0
C1qtnf6	1212	1403	1675	1260
C1qtnf7	35	57	47	42
C1qtnf9	18	22	21	7
C1ra	433	694	409	291
C1rb	0	0	13	12
C1rl	122	187	164	142
C1s1	152	196	171	198
C1s2	3	1	7	7
C2	88	92	24	48
C230004F18Rik	0	0	0	0
C230014O12Rik	65	44	69	66
C230024C17Rik	1	0	0	0
C230035I16Rik	63	16	23	31
C230037L18Rik	13	6	7	1
C230072F16Rik	18	12	1	6
C230079O03Rik	0	0	0	0
C230091D08Rik	1128	1026	873	833
C2cd2	1038	942	1031	1231
C2cd2l	1241	1071	1059	1021
C2cd3	1538	1619	1038	1173
C2cd4a	14	11	19	26
C2cd4b	2181	3127	2081	2767
C2cd4c	1	0	5	1
C2cd4d	24	13	18	26
C2cd5	1757	1522	1238	2043
C3	29655	57641	18971	18549
C330004P14Rik	0	0	0	0
C330006A16Rik	4076	4468	3493	4355
C330007P06Rik	3737	2955	3250	3082
C330011F03Rik	0	0	0	0
C330013E15Rik	70	49	73	62
C330013J21Rik	34	17	47	49
C330018D20Rik	437	307	566	600
C330021F23Rik	1589	1176	3388	4637
C330022C24Rik	2	0	1	4
C330024C12Rik	0	0	0	0
C330024D21Rik	0	1	0	0
C330027C09Rik	339	272	541	325
C3ar1	17	43	14	21
C430002N11Rik	0	0	2	0
C430049B03Rik	903	205	386	488
C4a	132	33	73	81
C4b	197	295	216	146
C4bp	24	35	67	35
C4bp-ps1	15	1	21	6
C530005A16Rik	32	11	26	31
C530008M17Rik	72	85	17	57
C530044C16Rik	1	0	0	0
C5ar1	40	48	21	37
C5ar2	69	117	84	127
C6	5323	7372	8187	6823
C630028M04Rik	0	0	0	0
C630031E19Rik	0	0	0	0
C630043F03Rik	115	118	164	163
C7	32	66	106	118
C730002L08Rik	0	0	0	0
C730027H18Rik	0	0	0	0
C730036E19Rik	0	0	1	0
C77080	8467	12536	11382	10758
C77370	2916	2711	2357	3113
C86187	0	0	0	0
C87198	230	78	155	203
C87414	0	0	0	0
C87436	1162	973	919	1180
C87499	0	0	0	0
C87977	0	0	0	0
C8a	12	5	3	7
C8b	3	0	8	3
C8g	119	63	74	121
C9	1	9	4	6
C920006O11Rik	271	175	162	214
C920009B18Rik	1	2	0	0
C920021L13Rik	88	88	136	146
C920025E04Rik	323	188	285	422
CK137956	0	0	0	0
Caap1	1052	743	873	1033
Cab39	16806	10446	9693	9799
Cab39l	3136	4079	4287	4546
Cabin1	5937	6560	3814	5626
Cables1	1116	1370	1209	1964
Cables2	3456	4089	1735	2519
Cabp1	7	3	1	1
Cabp2	5	3	6	14
Cabp4	18	2	0	10
Cabp5	0	0	0	0
Cabp7	0	0	0	0
Cabs1	0	0	0	0
Cabyr	23	14	17	24
Cacfd1	2510	1977	1726	2542
Cachd1	5165	5150	3292	4154
Cacna1a	550	251	197	173
Cacna1b	12	9	9	31
Cacna1c	3452	3859	4414	3805
Cacna1d	270	462	199	357
Cacna1e	25	24	13	18
Cacna1f	0	0	0	0
Cacna1g	37	29	18	12
Cacna1h	13	7	8	8
Cacna1i	4	1	0	1
Cacna1s	1	2	5	2
Cacna2d1	141	162	131	124
Cacna2d2	2	1	3	2
Cacna2d3	1	2	3	4
Cacna2d4	81	10	3	9
Cacnb1	556	431	318	604
Cacnb2	49	54	59	62
Cacnb3	2299	1359	1602	914
Cacnb4	171	113	118	209
Cacng1	71	50	122	89
Cacng2	0	1	0	0
Cacng3	0	0	0	0
Cacng4	263	125	133	62
Cacng5	1	2	0	0
Cacng6	0	0	1	0
Cacng7	30	12	11	10
Cacng8	0	0	0	0
Cactin	2536	1965	1985	2242
Cacul1	4768	3822	3816	3735
Cacybp	2512	1790	3243	3125
Cad	2437	3094	2521	3154
Cadm1	25884	11685	6895	9273
Cadm2	58	44	32	47
Cadm3	5	5	5	7
Cadm4	1966	1209	1846	2232
Cadps	4	0	2	1
Cadps2	2869	2144	2441	2651
Cage1	198	150	137	228
Cahm	206	61	81	116
Calb1	1	0	0	1
Calb2	0	0	0	1
Calca	2	4	7	0
Calcb	0	6	0	0
Calcoco1	11162	5397	3651	4824
Calcoco2	1	4	0	1
Calcr	82	7	4	1
Calcrl	664	627	436	410
Cald1	2614	2493	3122	2653
Calhm1	0	0	0	0
Calhm2	53	53	28	38
Calm1	77544	78181	114311	95425
Calm2	27792	16597	24966	24573
Calm3	10478	8202	12081	13108
Calm4	1	0	0	0
Calm5	0	0	0	0
Calml3	12	7	8	18
Calml4	29	16	22	11
Caln1	0	0	0	2
Calr	26037	21505	42955	24650
Calr3	128	44	49	76
Calr4	2	0	0	4
Calu	20764	11919	17778	15718
Caly	2	6	2	0
Camk1	4679	4184	5746	8888
Camk1d	33	56	22	35
Camk1g	99	106	81	88
Camk2a	116	44	48	40
Camk2b	117	127	13	7
Camk2d	3479	2648	3196	2610
Camk2g	3941	3082	2829	4249
Camk2n1	5965	6234	5221	7877
Camk2n2	33	34	52	77
Camk4	73	36	70	71
Camkk1	1666	1092	931	1078
Camkk2	1743	1484	1397	1577
Camkmt	142	141	161	188
Camkv	1	6	0	3
Caml	1393	890	1596	1969
Camp	15	33	5	20
Camsap1	2396	1879	1661	1712
Camsap2	5937	4935	3267	4016
Camsap3	2649	3347	3458	3242
Camta1	966	376	610	705
Camta2	1869	1661	1325	1632
Cand1	5614	4793	4979	4381
Cand2	189	307	173	186
Cant1	3120	2687	2892	3242
Canx	22716	17490	20720	19452
Cap1	13965	11290	18985	15281
Cap2	283	97	302	110
Capg	2846	3048	3645	3268
Capn1	3271	3234	4078	4131
Capn10	764	525	617	781
Capn11	8	5	2	2
Capn12	28	8	21	28
Capn13	0	0	0	0
Capn15	1294	930	872	1137
Capn2	14637	5218	8784	6221
Capn3	28	16	16	38
Capn5	546	848	730	1075
Capn6	2568	2264	2768	2401
Capn7	3020	2201	2539	2846
Capn8	6	1	3	1
Capn9	1	0	0	2
Capns1	14945	13016	21167	18935
Capns2	9	0	10	12
Caprin1	16480	14920	20413	18198
Caprin2	396	207	303	412
Caps2	41	13	23	23
Capsl	277	164	217	230
Capza1	3627	2744	6153	5033
Capza2	8667	6285	10131	9849
Capza3	0	0	0	0
Capzb	18831	11243	19503	16635
Car1	0	2	0	0
Car10	0	0	0	0
Car11	15	17	18	16
Car12	2	2	3	6
Car13	552	617	1104	1442
Car14	38	33	42	33
Car15	79	48	38	56
Car2	8686	8520	11688	15673
Car3	27	27	36	35
Car4	430	368	257	266
Car5a	3	0	0	4
Car5b	90	75	91	70
Car6	17	9	48	17
Car7	28	31	16	16
Car8	10059	11841	16504	28336
Car9	96	57	91	111
Card10	1801	1570	1374	1952
Card11	28	20	14	36
Card14	39	27	6	16
Card6	405	490	542	504
Card9	26	14	29	44
Carf	443	251	336	414
Carhsp1	3032	3188	3197	2863
Carkd	8504	6494	9807	11685
Carlr	0	0	0	0
Carm1	2780	2327	2106	2264
Carns1	90	62	68	65
Cars	1723	1691	2329	2544
Cars2	941	596	1146	1624
Cartpt	0	1	0	0
Casc1	26	14	7	14
Casc3	3180	2744	2363	2724
Casc4	5199	3667	2987	2835
Casc5	76	95	118	50
Casd1	3423	3011	3225	3720
Cask	4675	4396	5027	4428
Caskin1	89	80	44	75
Caskin2	3783	3840	2211	2647
Casp1	6	9	13	13
