FIPS,State,"County, State",2010 Food Insecurity Rate, Number of Food Insecure Persons in 2010 ,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2010 Child food insecurity rate, Number of Food Insecure Children in 2010  ,% food insecure children in HH w/ HH incomes below 185 FPL,% of food insecure children in HH w/ HH incomes above 185 FPL, 2010 Cost Per Meal , 2010 Weighted Annual Food Budget Shortfall ,
5031,AR,"Craighead County, Arkansas",17.3%," 16,190 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.5%,19.5%,33.0%,26.2%," 5,950 ",64%,36%, $2.35 ," $6,548,930 ",
5033,AR,"Crawford County, Arkansas",16.1%," 9,780 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.4%,28.6%,24.0%,29.2%," 4,710 ",64%,36%, $2.42 ," $4,073,900 ",
5035,AR,"Crittenden County, Arkansas",26.5%," 13,400 ",130.0%,SNAP,185.0%,Other Nutrition Program,54.5%,12.3%,33.3%,28.4%," 4,230 ",84%,16%, $2.48 ," $5,720,210 ",
5037,AR,"Cross County, Arkansas",19.0%," 3,440 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.9%,28.1%,24.0%,23.2%," 1,090 ",76%,25%, $2.45 ," $1,450,710 ",
5039,AR,"Dallas County, Arkansas",23.3%," 1,930 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.8%,21.5%,32.7%,24.6%, 340 ,90%,10%, $2.50 ," $830,530 ",
5041,AR,"Desha County, Arkansas",26.5%," 3,530 ",130.0%,SNAP,185.0%,Other Nutrition Program,56.7%,15.5%,27.9%,28.7%," 1,020 ",85%,15%, $2.50 ," $1,519,040 ",
5043,AR,"Drew County, Arkansas",22.9%," 4,240 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.3%,12.9%,35.8%,29.6%," 1,290 ",67%,33%, $2.45 ," $1,788,080 ",
5045,AR,"Faulkner County, Arkansas",16.1%," 17,490 ",130.0%,SNAP,185.0%,Other Nutrition Program,41.1%,18.1%,40.8%,23.2%," 6,030 ",54%,46%, $2.48 ," $7,466,160 ",
5047,AR,"Franklin County, Arkansas",15.6%," 2,840 ",130.0%,SNAP,185.0%,Other Nutrition Program,52.9%,32.6%,14.5%,27.4%," 1,210 ",68%,33%, $2.49 ," $1,217,230 ",
5049,AR,"Fulton County, Arkansas",16.6%," 2,030 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.9%,28.9%,20.3%,29.5%, 790 ,70%,30%, $2.90 ," $1,013,330 ",
5051,AR,"Garland County, Arkansas",17.1%," 16,250 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.4%,22.9%,29.7%,27.9%," 5,460 ",69%,31%, $2.36 ," $6,601,170 ",
5053,AR,"Grant County, Arkansas",13.4%," 2,360 ",130.0%,SNAP,185.0%,Other Nutrition Program,32.9%,26.9%,40.2%,22.1%, 950 ,57%,43%, $2.43 ," $987,130 ",
5055,AR,"Greene County, Arkansas",17.1%," 7,070 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.5%,25.8%,25.8%,28.3%," 2,860 ",68%,32%, $2.42 ," $2,945,030 ",
5057,AR,"Hempstead County, Arkansas",21.4%," 4,860 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.1%,20.2%,28.7%,28.4%," 1,680 ",80%,20%, $2.36 ," $1,974,260 ",
5059,AR,"Hot Spring County, Arkansas",15.8%," 5,160 ",130.0%,SNAP,185.0%,Other Nutrition Program,39.4%,33.9%,26.7%,22.5%," 1,710 ",76%,24%, $2.43 ," $2,158,300 ",
5061,AR,"Howard County, Arkansas",19.5%," 2,690 ",130.0%,SNAP,185.0%,Other Nutrition Program,54.6%,20.8%,24.6%,28.0%," 1,010 ",77%,23%, $2.39 ," $1,106,640 ",
5063,AR,"Independence County, Arkansas",16.8%," 6,060 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.0%,23.8%,28.3%,30.1%," 2,530 ",63%,37%, $2.40 ," $2,503,450 ",
5065,AR,"Izard County, Arkansas",17.6%," 2,410 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.9%,26.9%,25.2%,29.1%, 760 ,73%,27%, $2.42 ," $1,003,890 ",
5067,AR,"Jackson County, Arkansas",22.0%," 3,960 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.1%,18.6%,30.4%,32.8%," 1,220 ",71%,29%, $2.46 ," $1,676,820 ",
5069,AR,"Jefferson County, Arkansas",24.9%," 19,540 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.3%,10.3%,39.3%,23.9%," 4,520 ",91%,9%, $2.48 ," $8,341,260 ",
5071,AR,"Johnson County, Arkansas",16.0%," 4,040 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.2%,37.5%,11.3%,29.4%," 1,800 ",64%,36%, $2.42 ," $1,682,880 ",
5073,AR,"Lafayette County, Arkansas",22.5%," 1,750 ",130.0%,SNAP,185.0%,Other Nutrition Program,60.0%,17.6%,22.4%,25.2%, 430 ,91%,9%, $2.68 ," $807,290 ",
5075,AR,"Lawrence County, Arkansas",18.9%," 3,280 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.8%,24.8%,23.5%,34.5%," 1,390 ",70%,30%, $2.47 ," $1,394,530 ",
5077,AR,"Lee County, Arkansas",26.5%," 2,830 ",130.0%,SNAP,185.0%,Other Nutrition Program,53.7%,12.4%,33.9%,27.3%, 630 ,97%,3%, $2.75 ," $1,339,600 ",
5079,AR,"Lincoln County, Arkansas",22.8%," 3,230 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.7%,15.0%,33.4%,30.3%, 830 ,80%,20%, $2.53 ," $1,406,630 ",
5081,AR,"Little River County, Arkansas",18.6%," 2,440 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.0%,24.7%,26.3%,25.7%, 800 ,75%,25%, $2.45 ," $1,028,990 ",
5083,AR,"Logan County, Arkansas",15.5%," 3,510 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.9%,23.6%,29.5%,26.5%," 1,480 ",64%,36%, $2.47 ," $1,492,310 ",
5085,AR,"Lonoke County, Arkansas",14.5%," 9,570 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.6%,18.4%,43.1%,23.1%," 4,170 ",52%,48%, $2.44 ," $4,019,360 ",
5087,AR,"Madison County, Arkansas",15.5%," 2,400 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.1%,29.3%,22.6%,27.9%," 1,040 ",65%,35%, $2.46 ," $1,016,250 ",
5089,AR,"Marion County, Arkansas",17.2%," 2,880 ",130.0%,SNAP,185.0%,Other Nutrition Program,41.3%,39.6%,19.0%,28.4%, 900 ,75%,25%, $2.44 ," $1,209,590 ",
5091,AR,"Miller County, Arkansas",17.6%," 7,560 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.8%,18.9%,34.3%,23.6%," 2,480 ",72%,28%, $2.51 ," $3,266,260 ",
5093,AR,"Mississippi County, Arkansas",24.3%," 11,370 ",130.0%,SNAP,185.0%,Other Nutrition Program,55.3%,19.2%,25.5%,29.9%," 3,920 ",82%,18%, $2.44 ," $4,775,360 ",
5095,AR,"Monroe County, Arkansas",22.5%," 1,910 ",130.0%,SNAP,185.0%,Other Nutrition Program,56.0%,19.8%,24.2%,22.1%, 450 ,97%,3%, $2.28 ," $749,590 ",
5097,AR,"Montgomery County, Arkansas",16.5%," 1,570 ",130.0%,SNAP,185.0%,Other Nutrition Program,52.8%,26.4%,20.7%,29.6%, 620 ,64%,36%, $2.70 ," $729,660 ",
5099,AR,"Nevada County, Arkansas",21.4%," 1,960 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.8%,12.7%,36.5%,27.5%, 600 ,72%,29%, $2.74 ," $924,400 ",
5101,AR,"Newton County, Arkansas",17.2%," 1,440 ",130.0%,SNAP,185.0%,Other Nutrition Program,61.0%,21.3%,17.7%,26.5%, 460 ,74%,27%, $2.72 ," $674,200 ",
5103,AR,"Ouachita County, Arkansas",21.8%," 5,740 ",130.0%,SNAP,185.0%,Other Nutrition Program,55.1%,19.4%,25.5%,23.3%," 1,440 ",93%,7%, $2.47 ," $2,440,420 ",
5105,AR,"Perry County, Arkansas",15.9%," 1,660 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.6%,23.5%,30.9%,24.3%, 570 ,67%,33%, $2.68 ," $765,770 ",
5107,AR,"Phillips County, Arkansas",28.4%," 6,360 ",130.0%,SNAP,185.0%,Other Nutrition Program,68.5%,9.6%,21.9%,26.9%," 1,740 ",100%,0%, $2.45 ," $2,682,120 ",
5109,AR,"Pike County, Arkansas",17.5%," 1,980 ",130.0%,SNAP,185.0%,Other Nutrition Program,52.0%,24.1%,23.9%,31.1%, 920 ,60%,40%, $2.68 ," $913,390 ",
5111,AR,"Poinsett County, Arkansas",19.7%," 4,870 ",130.0%,SNAP,185.0%,Other Nutrition Program,54.6%,24.3%,21.1%,33.0%," 1,940 ",73%,28%, $2.44 ," $2,045,380 ",
5113,AR,"Polk County, Arkansas",16.4%," 3,360 ",130.0%,SNAP,185.0%,Other Nutrition Program,52.3%,32.9%,14.8%,30.9%," 1,510 ",70%,30%, $2.45 ," $1,416,970 ",
5115,AR,"Pope County, Arkansas",16.2%," 9,800 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.0%,23.4%,29.6%,27.3%," 3,830 ",60%,40%, $2.46 ," $4,149,700 ",
5117,AR,"Prairie County, Arkansas",17.6%," 1,550 ",130.0%,SNAP,185.0%,Other Nutrition Program,42.7%,34.4%,23.0%,24.0%, 450 ,76%,24%, $2.71 ," $723,030 ",
5119,AR,"Pulaski County, Arkansas",18.9%," 71,390 ",130.0%,SNAP,185.0%,Other Nutrition Program,42.2%,14.7%,43.1%,21.5%," 19,360 ",74%,26%, $2.45 ," $30,106,420 ",
5121,AR,"Randolph County, Arkansas",17.9%," 3,230 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.9%,21.6%,28.5%,28.5%," 1,150 ",49%,51%, $2.43 ," $1,351,030 ",
5123,AR,"St. Francis County, Arkansas",26.7%," 7,550 ",130.0%,SNAP,185.0%,Other Nutrition Program,55.2%,11.1%,33.7%,27.6%," 1,910 ",97%,3%, $2.41 ," $3,131,980 ",
5125,AR,"Saline County, Arkansas",13.7%," 13,990 ",130.0%,SNAP,185.0%,Other Nutrition Program,33.0%,19.7%,47.3%,22.3%," 5,420 ",48%,52%, $2.52 ," $6,068,400 ",
5127,AR,"Scott County, Arkansas",16.6%," 1,870 ",130.0%,SNAP,185.0%,Other Nutrition Program,54.8%,30.2%,15.1%,31.0%, 840 ,68%,32%, $2.47 ," $795,050 ",
5129,AR,"Searcy County, Arkansas",17.9%," 1,470 ",130.0%,SNAP,185.0%,Other Nutrition Program,57.0%,27.6%,15.4%,32.3%, 550 ,71%,29%, $2.41 ," $609,800 ",
5131,AR,"Sebastian County, Arkansas",16.0%," 19,760 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.1%,25.6%,26.4%,28.5%," 8,740 ",64%,36%, $2.35 ," $7,993,010 ",
5133,AR,"Sevier County, Arkansas",15.3%," 2,540 ",130.0%,SNAP,185.0%,Other Nutrition Program,66.8%,28.4%,4.8%,30.4%," 1,410 ",71%,29%, $2.43 ," $1,062,420 ",
5135,AR,"Sharp County, Arkansas",18.3%," 3,200 ",130.0%,SNAP,185.0%,Other Nutrition Program,52.3%,27.5%,20.1%,31.4%," 1,150 ",71%,29%, $2.45 ," $1,349,500 ",
5137,AR,"Stone County, Arkansas",18.2%," 2,250 ",130.0%,SNAP,185.0%,Other Nutrition Program,57.9%,27.1%,14.9%,32.4%, 820 ,76%,24%, $2.41 ," $933,370 ",
5139,AR,"Union County, Arkansas",22.6%," 9,530 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.7%,17.2%,33.1%,26.9%," 2,770 ",76%,24%, $2.49 ," $4,084,580 ",
5141,AR,"Van Buren County, Arkansas",18.7%," 3,220 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.9%,24.3%,24.7%,34.4%," 1,210 ",66%,35%, $2.45 ," $1,357,930 ",
5143,AR,"Washington County, Arkansas",14.7%," 28,990 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.0%,25.3%,26.8%,26.4%," 12,970 ",62%,38%, $2.34 ," $11,676,690 ",
5145,AR,"White County, Arkansas",16.3%," 12,210 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.1%,23.7%,32.2%,26.2%," 4,610 ",62%,38%, $2.49 ," $5,233,240 ",
5147,AR,"Woodruff County, Arkansas",23.0%," 1,720 ",130.0%,SNAP,185.0%,Other Nutrition Program,52.2%,30.8%,17.0%,28.8%, 490 ,87%,13%, $2.71 ," $802,330 ",
5149,AR,"Yell County, Arkansas",14.6%," 3,200 ",130.0%,SNAP,185.0%,Other Nutrition Program,53.5%,40.9%,5.6%,27.7%," 1,570 ",77%,23%, $2.41 ," $1,327,460 ",
6001,CA,"Alameda County, California",16.4%," 242,460 ",130.0%,SNAP,185.0%,Other Nutrition Program,39.6%,12.9%,47.5%,20.8%," 69,600 ",57%,43%, $2.82 ," $117,691,430 ",
6003,CA,"Alpine County, California",19.3%, 230 ,130.0%,SNAP,185.0%,Other Nutrition Program,35.7%,15.4%,48.8%,25.3%, 60 ,59%,41%, $2.55 ," $100,950 ",
6005,CA,"Amador County, California",16.5%," 6,310 ",130.0%,SNAP,185.0%,Other Nutrition Program,27.0%,15.8%,57.2%,21.7%," 1,390 ",47%,53%, $3.09 ," $3,356,170 ",
6007,CA,"Butte County, California",19.4%," 42,420 ",130.0%,SNAP,185.0%,Other Nutrition Program,53.9%,18.0%,28.1%,27.3%," 12,460 ",70%,30%, $2.59 ," $18,911,500 ",
6009,CA,"Calaveras County, California",18.0%," 8,290 ",130.0%,SNAP,185.0%,Other Nutrition Program,31.9%,16.8%,51.3%,24.2%," 2,150 ",47%,53%, $3.23 ," $4,609,060 ",
6011,CA,"Colusa County, California",20.7%," 4,390 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.8%,28.1%,20.1%,34.7%," 2,110 ",71%,29%, $3.60 ," $2,720,340 ",
6013,CA,"Contra Costa County, California",15.1%," 155,020 ",130.0%,SNAP,185.0%,Other Nutrition Program,34.0%,13.0%,53.0%,20.2%," 51,720 ",51%,50%, $2.77 ," $73,913,390 ",
6015,CA,"Del Norte County, California",20.0%," 5,700 ",130.0%,SNAP,185.0%,Other Nutrition Program,54.4%,11.7%,34.0%,30.4%," 1,870 ",75%,25%, $2.82 ," $2,766,810 ",
6017,CA,"El Dorado County, California",15.6%," 27,850 ",130.0%,SNAP,185.0%,Other Nutrition Program,28.5%,13.5%,58.0%,21.5%," 8,970 ",43%,57%, $3.29 ," $15,771,640 ",
6019,CA,"Fresno County, California",20.8%," 189,430 ",130.0%,SNAP,185.0%,Other Nutrition Program,59.2%,23.6%,17.2%,33.7%," 91,070 ",73%,27%, $2.37 ," $77,277,440 ",
6021,CA,"Glenn County, California",19.5%," 5,460 ",130.0%,SNAP,185.0%,Other Nutrition Program,52.8%,25.5%,21.6%,30.4%," 2,400 ",70%,31%, $2.47 ," $2,321,370 ",
6023,CA,"Humboldt County, California",17.8%," 23,740 ",130.0%,SNAP,185.0%,Other Nutrition Program,56.0%,17.1%,26.8%,24.5%," 6,450 ",72%,28%, $2.56 ," $10,461,070 ",
6025,CA,"Imperial County, California",27.6%," 46,400 ",130.0%,SNAP,185.0%,Other Nutrition Program,52.4%,31.8%,15.8%,43.8%," 21,520 ",68%,32%, $2.18 ," $17,411,260 ",
6027,CA,"Inyo County, California",14.9%," 2,740 ",130.0%,SNAP,185.0%,Other Nutrition Program,42.0%,21.3%,36.7%,22.4%, 880 ,63%,37%, $3.47 ," $1,636,570 ",
6029,CA,"Kern County, California",19.9%," 162,430 ",130.0%,SNAP,185.0%,Other Nutrition Program,57.7%,23.5%,18.8%,31.7%," 77,700 ",74%,26%, $2.42 ," $67,660,820 ",
6031,CA,"Kings County, California",20.1%," 30,400 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.9%,24.0%,26.1%,32.2%," 13,180 ",73%,27%, $2.31 ," $12,087,630 ",
6033,CA,"Lake County, California",22.4%," 14,400 ",130.0%,SNAP,185.0%,Other Nutrition Program,57.3%,18.4%,24.3%,32.8%," 4,450 ",77%,23%, $2.95 ," $7,312,070 ",
6035,CA,"Lassen County, California",19.1%," 6,700 ",130.0%,SNAP,185.0%,Other Nutrition Program,30.6%,6.3%,63.1%,25.4%," 1,520 ",52%,48%, $2.79 ," $3,217,620 ",
6037,CA,"Los Angeles County, California",16.8%," 1,636,110 ",130.0%,SNAP,185.0%,Other Nutrition Program,52.0%,23.4%,24.6%,26.6%," 643,640 ",69%,31%, $2.67 ," $751,933,430 ",
6039,CA,"Madera County, California",19.0%," 28,040 ",130.0%,SNAP,185.0%,Other Nutrition Program,55.8%,27.2%,17.0%,32.3%," 13,370 ",76%,24%, $2.98 ," $14,383,010 ",
6041,CA,"Marin County, California",12.3%," 30,540 ",130.0%,SNAP,185.0%,Other Nutrition Program,30.0%,9.7%,60.2%,16.8%," 8,530 ",39%,61%, $3.06 ," $16,085,930 ",
6043,CA,"Mariposa County, California",16.8%," 3,070 ",130.0%,SNAP,185.0%,Other Nutrition Program,43.7%,14.9%,41.4%,25.1%, 860 ,53%,47%, $4.04 ," $2,134,890 ",
6045,CA,"Mendocino County, California",16.9%," 14,820 ",130.0%,SNAP,185.0%,Other Nutrition Program,57.1%,20.1%,22.7%,26.5%," 5,050 ",76%,24%, $2.89 ," $7,372,280 ",
6047,CA,"Merced County, California",21.8%," 54,530 ",130.0%,SNAP,185.0%,Other Nutrition Program,58.0%,29.7%,12.3%,34.9%," 27,590 ",74%,26%, $2.55 ," $23,934,880 ",
6049,CA,"Modoc County, California",19.6%," 1,890 ",130.0%,SNAP,185.0%,Other Nutrition Program,56.7%,21.9%,21.4%,30.3%, 640 ,84%,17%, $3.51 ," $1,141,890 ",
6051,CA,"Mono County, California",14.6%," 2,020 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.8%,19.4%,32.8%,22.8%, 670 ,53%,47%, $3.67 ," $1,276,070 ",
6053,CA,"Monterey County, California",15.4%," 62,810 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.8%,29.0%,21.2%,27.1%," 29,160 ",69%,31%, $2.51 ," $27,136,770 ",
6055,CA,"Napa County, California",13.4%," 17,980 ",130.0%,SNAP,185.0%,Other Nutrition Program,40.8%,18.6%,40.6%,20.9%," 6,420 ",59%,42%, $3.00 ," $9,284,670 ",
6057,CA,"Nevada County, California",15.4%," 15,150 ",130.0%,SNAP,185.0%,Other Nutrition Program,33.2%,17.8%,49.0%,21.5%," 4,170 ",53%,47%, $3.43 ," $8,944,630 ",
6059,CA,"Orange County, California",13.0%," 386,020 ",130.0%,SNAP,185.0%,Other Nutrition Program,41.2%,19.6%,39.3%,21.3%," 155,210 ",55%,45%, $2.73 ," $181,396,160 ",
6061,CA,"Placer County, California",14.5%," 48,700 ",130.0%,SNAP,185.0%,Other Nutrition Program,26.5%,12.1%,61.3%,19.4%," 16,080 ",35%,65%, $2.82 ," $23,639,250 ",
6063,CA,"Plumas County, California",20.0%," 4,090 ",130.0%,SNAP,185.0%,Other Nutrition Program,41.2%,19.4%,39.4%,27.7%," 1,030 ",77%,23%, $3.25 ," $2,288,030 ",
6065,CA,"Riverside County, California",17.4%," 367,720 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.9%,24.1%,31.0%,26.9%," 161,640 ",64%,36%, $2.49 ," $157,605,810 ",
6067,CA,"Sacramento County, California",18.0%," 251,060 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.8%,16.1%,38.2%,24.2%," 86,220 ",68%,32%, $2.51 ," $108,469,310 ",
6069,CA,"San Benito County, California",17.7%," 9,650 ",130.0%,SNAP,185.0%,Other Nutrition Program,39.8%,23.1%,37.1%,28.1%," 4,530 ",51%,49%, $3.12 ," $5,182,480 ",
6071,CA,"San Bernardino County, California",17.6%," 352,840 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.6%,23.5%,27.8%,27.0%," 158,880 ",67%,33%, $2.45 ," $148,798,840 ",
6073,CA,"San Diego County, California",14.8%," 447,780 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.1%,17.5%,38.4%,22.5%," 159,400 ",60%,40%, $2.68 ," $206,564,230 ",
6075,CA,"San Francisco County, California",14.9%," 117,740 ",130.0%,SNAP,185.0%,Other Nutrition Program,43.9%,14.5%,41.6%,19.1%," 20,020 ",59%,41%, $3.15 ," $63,839,610 ",
6077,CA,"San Joaquin County, California",20.3%," 137,000 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.7%,21.9%,30.4%,29.6%," 58,320 ",68%,32%, $2.54 ," $59,897,670 ",
6079,CA,"San Luis Obispo County, California",15.1%," 40,080 ",130.0%,SNAP,185.0%,Other Nutrition Program,42.2%,13.8%,44.0%,20.8%," 10,320 ",53%,47%, $2.90 ," $20,006,970 ",
6081,CA,"San Mateo County, California",12.2%," 85,990 ",130.0%,SNAP,185.0%,Other Nutrition Program,31.4%,13.9%,54.7%,18.3%," 28,330 ",43%,57%, $2.82 ," $41,740,020 ",
6083,CA,"Santa Barbara County, California",13.7%," 57,130 ",130.0%,SNAP,185.0%,Other Nutrition Program,53.0%,21.7%,25.3%,23.2%," 21,960 ",66%,34%, $2.60 ," $25,567,790 ",
6085,CA,"Santa Clara County, California",14.0%," 243,570 ",130.0%,SNAP,185.0%,Other Nutrition Program,34.0%,14.6%,51.3%,20.8%," 86,480 ",45%,55%, $2.77 ," $116,133,950 ",
6087,CA,"Santa Cruz County, California",15.9%," 40,830 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.0%,19.1%,36.9%,24.4%," 13,240 ",58%,43%, $2.92 ," $20,521,910 ",
6089,CA,"Shasta County, California",20.5%," 36,330 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.2%,15.8%,34.9%,29.0%," 11,470 ",68%,32%, $2.46 ," $15,383,530 ",
6091,CA,"Sierra County, California",18.9%, 640 ,130.0%,SNAP,185.0%,Other Nutrition Program,33.4%,5.9%,60.8%,27.7%, 160 ,39%,62%, $2.55 ," $280,920 ",
6093,CA,"Siskiyou County, California",21.8%," 9,750 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.4%,20.2%,28.4%,30.5%," 2,730 ",70%,31%, $2.93 ," $4,917,310 ",
6095,CA,"Solano County, California",16.8%," 69,040 ",130.0%,SNAP,185.0%,Other Nutrition Program,35.2%,12.5%,52.3%,21.3%," 21,760 ",57%,43%, $2.47 ," $29,353,060 ",
6097,CA,"Sonoma County, California",14.3%," 67,820 ",130.0%,SNAP,185.0%,Other Nutrition Program,39.5%,17.2%,43.3%,21.7%," 22,510 ",54%,47%, $2.80 ," $32,686,730 ",
6099,CA,"Stanislaus County, California",19.9%," 101,300 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.9%,22.3%,27.8%,31.0%," 45,230 ",65%,35%, $2.55 ," $44,463,670 ",
6101,CA,"Sutter County, California",21.5%," 20,090 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.9%,22.9%,32.2%,31.7%," 8,160 ",65%,36%, $2.32 ," $8,022,760 ",
6103,CA,"Tehama County, California",20.7%," 12,970 ",130.0%,SNAP,185.0%,Other Nutrition Program,56.8%,23.0%,20.2%,31.9%," 5,130 ",78%,23%, $2.45 ," $5,469,680 ",
6105,CA,"Trinity County, California",22.1%," 3,030 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.8%,22.2%,33.1%,29.7%, 680 ,65%,35%, $2.57 ," $1,340,390 ",
6107,CA,"Tulare County, California",20.1%," 86,160 ",130.0%,SNAP,185.0%,Other Nutrition Program,64.6%,29.1%,6.4%,34.5%," 47,730 ",77%,24%, $2.44 ," $36,186,880 ",
6109,CA,"Tuolumne County, California",18.0%," 10,110 ",130.0%,SNAP,185.0%,Other Nutrition Program,35.7%,17.6%,46.7%,24.4%," 2,400 ",66%,34%, $3.08 ," $5,359,910 ",
6111,CA,"Ventura County, California",13.3%," 107,490 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.1%,20.5%,41.4%,22.2%," 46,550 ",52%,48%, $2.79 ," $51,621,180 ",
6113,CA,"Yolo County, California",17.5%," 34,420 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.1%,16.8%,34.1%,25.1%," 11,100 ",59%,42%, $2.60 ," $15,404,220 ",
6115,CA,"Yuba County, California",22.8%," 16,220 ",130.0%,SNAP,185.0%,Other Nutrition Program,53.9%,20.4%,25.7%,33.7%," 6,760 ",74%,26%, $2.26 ," $6,309,790 ",
8001,CO,"Adams County, Colorado",14.9%," 63,460 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.9%,22.3%,31.8%,24.2%," 29,030 ",62%,38%, $2.39 ," $26,106,800 ",
8003,CO,"Alamosa County, Colorado",15.2%," 2,330 ",130.0%,SNAP,185.0%,Other Nutrition Program,60.6%,19.1%,20.3%,25.9%," 1,010 ",67%,33%, $2.53 ," $1,014,690 ",
8005,CO,"Arapahoe County, Colorado",15.2%," 83,790 ",130.0%,SNAP,185.0%,Other Nutrition Program,41.3%,13.9%,44.7%,19.8%," 28,030 ",61%,39%, $2.53 ," $36,489,540 ",
8007,CO,"Archuleta County, Colorado",14.3%," 1,740 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.4%,25.0%,36.6%,23.3%, 730 ,73%,27%, $2.99 ," $895,520 ",
8009,CO,"Baca County, Colorado",12.5%, 480 ,130.0%,SNAP,185.0%,Other Nutrition Program,61.5%,24.2%,14.3%,16.8%, 140 ,81%,19%, $2.34 ," $193,340 ",
8011,CO,"Bent County, Colorado",17.0%," 1,040 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.0%,23.5%,31.4%,24.9%, 270 ,77%,23%, $2.70 ," $483,340 ",
8013,CO,"Boulder County, Colorado",13.4%," 38,920 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.0%,12.1%,43.9%,18.2%," 11,190 ",50%,50%, $2.87 ," $19,226,950 ",
8014,CO,"Broomfield County, Colorado",12.1%," 6,410 ",130.0%,SNAP,185.0%,Other Nutrition Program,22.8%,13.1%,64.2%,16.0%," 2,220 ",32%,68%, $2.73 ," $3,012,150 ",
8015,CO,"Chaffee County, Colorado",14.3%," 2,510 ",130.0%,SNAP,185.0%,Other Nutrition Program,43.7%,19.8%,36.6%,20.5%, 600 ,78%,22%, $2.61 ," $1,127,640 ",
8017,CO,"Cheyenne County, Colorado",11.1%, 240 ,130.0%,SNAP,185.0%,Other Nutrition Program,45.6%,17.9%,36.5%,19.0%, 100 ,66%,34%, $2.37 ," $97,910 ",
8019,CO,"Clear Creek County, Colorado",13.6%," 1,240 ",130.0%,SNAP,185.0%,Other Nutrition Program,33.4%,13.7%,52.9%,18.0%, 310 ,37%,63%, $3.26 ," $695,820 ",
8021,CO,"Conejos County, Colorado",14.3%," 1,180 ",130.0%,SNAP,185.0%,Other Nutrition Program,68.8%,31.2%,0.0%,24.7%, 580 ,78%,22%, $2.69 ," $546,370 ",
8023,CO,"Costilla County, Colorado",17.8%, 630 ,130.0%,SNAP,185.0%,Other Nutrition Program,71.1%,21.3%,7.6%,36.4%, 280 ,64%,36%, $2.78 ," $301,470 ",
8025,CO,"Crowley County, Colorado",18.4%," 1,080 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.3%,16.3%,37.4%,26.5%, 200 ,99%,1%, $2.44 ," $453,600 ",
8027,CO,"Custer County, Colorado",14.6%, 570 ,130.0%,SNAP,185.0%,Other Nutrition Program,48.5%,26.1%,25.4%,24.0%, 170 ,75%,25%, $2.76 ," $270,790 ",
